CLUSTERID1	CLUSTERID2	ComponentIndex	Cosine	DeltaMZ
1650	3030	28	0.9444	132.079
2543	3089	28	0.9342	-88.062
2950	3030	28	0.9416	44.026
1998	3012	28	0.9117	44.026
1998	3070	28	0.9038	132.079
1481	3030	28	0.9425	44.027
1729	1952	28	0.9663	44.026
2543	2769	28	0.9088	-176.108
3168	3297	28	0.9351	-28.025
2271	3043	28	0.9009	-4.029
2543	2908	28	0.9106	44.024
1650	2230	28	0.9203	68.136
1875	2252	28	0.9321	132.078
1922	2230	28	0.9465	-132.080
3297	3303	28	0.9419	88.052
1481	1559	28	0.9772	-44.027
1596	1952	28	0.9461	88.052
1922	1974	28	0.9607	44.025
1875	3357	28	0.8973	-132.079
2271	2769	28	0.9232	-88.049
3303	3398	28	0.9121	30.043
1481	1596	28	0.972	44.027
1559	3297	28	0.942	-28.027
2271	2349	28	0.9598	44.025
2271	2543	28	0.9638	88.059
2937	3012	28	0.909	-176.106
1481	3043	28	0.9469	-28.031
2349	2769	28	0.9166	-132.074
1729	2950	28	0.9267	-88.052
2504	3089	28	0.928	44.024
1596	3030	28	0.9521	-0.000
1650	3168	28	0.9388	44.023
2937	3070	28	0.9172	-88.053
3070	3357	28	0.8856	-220.130
1234	1560	29	0.797	18.011
1035	1776	29	0.8274	-14.018
1427	1731	29	0.8397	27.973
1035	1092	29	0.8697	-0.003
1035	1337	29	0.8323	-0.000
1251	1800	29	0.8342	-12.000
1024	2217	29	0.7975	40.031
1024	1514	29	0.7835	-1.980
1234	1443	29	0.7752	9.985
2368	2666	29	0.7256	-32.025
989	995	29	0.9298	0.001
1632	1684	29	0.7934	-55.988
2004	2217	29	0.78	84.020
1251	1606	29	0.8734	28.033
1235	1498	29	0.8044	15.996
1024	1246	29	0.7607	-58.007
1789	1931	29	0.7613	-13.979
1246	2004	29	0.7971	14.019
1337	1800	29	0.8075	18.009
1039	1337	29	0.8494	0.000
1234	1681	29	0.7857	15.995
995	1802	29	0.8666	0.002
1028	3220	29	0.7667	10.022
1246	2217	29	0.7832	98.039
1443	1731	29	0.862	-2.017
1769	2171	29	0.8395	-0.001
1046	1654	29	0.7836	-330.241
1092	1800	29	0.8287	18.013
1709	2622	29	0.8664	6.010
2368	2622	29	0.716	-214.085
989	1654	29	0.8635	-312.229
1053	1251	29	0.8406	30.011
1632	2217	29	0.84	52.033
1092	1337	29	0.8653	0.003
1606	1800	29	0.8105	-40.033
1074	2171	29	0.8602	-14.018
1046	1903	29	0.92	0.000
1301	2217	29	0.768	69.057
1514	2004	29	0.7666	-42.009
1632	2004	29	0.761	-31.987
989	1823	29	0.8479	-14.015
1654	1903	29	0.7721	330.242
1235	1903	29	0.7883	16.000
1234	1498	29	0.8156	15.991
995	1800	29	0.8333	2.017
1426	1931	29	0.7506	-55.991
1337	1776	29	0.8073	-14.018
1092	1251	29	0.8233	30.013
1246	1514	29	0.7965	56.027
989	1053	29	0.8624	-15.993
1802	1903	29	0.785	18.009
1024	1931	29	0.7821	-26.018
1074	1337	29	0.8369	0.000
1035	1251	29	0.8354	30.009
995	1053	29	0.8491	-15.995
989	1800	29	0.8574	2.018
1789	2595	29	0.7968	15.995
1514	1632	29	0.7783	-10.022
1443	2622	29	0.7747	19.989
1246	1731	29	0.8205	-162.053
1028	2058	29	0.7947	1.008
1514	2217	29	0.8244	42.011
1769	1776	29	0.8274	-0.000
1427	2004	29	0.7468	204.045
1035	1074	29	0.9415	-0.000
1301	2595	29	0.7252	32.982
2058	2595	29	0.745	-1.007
1039	1251	29	0.8338	30.010
1301	1789	29	0.7366	16.987
1028	1789	29	0.8202	-15.995
1235	1681	29	0.7913	16.000
1246	1632	29	0.7999	46.005
1246	2632	29	0.7509	-0.001
989	1606	29	0.8772	42.051
1028	1301	29	0.771	-32.982
1046	1498	29	0.8716	-0.003
1039	1092	29	0.877	-0.003
1074	1251	29	0.8294	30.010
995	1606	29	0.859	42.049
1654	2991	29	0.793	-0.001
1802	1823	29	0.8122	-14.019
2004	2622	29	0.7584	-154.066
1709	2004	29	0.7798	160.076
2004	2533	29	0.7333	-154.068
1246	2622	29	0.7643	-140.047
1498	1903	29	0.8729	0.004
1443	2004	29	0.7578	174.055
1802	2690	29	0.7939	-17.028
1024	1301	29	0.8556	-29.026
1632	1931	29	0.7693	-14.016
1776	2171	29	0.8517	-0.001
1498	1681	29	0.8664	0.004
989	1802	29	0.8878	0.003
989	2690	29	0.8436	-17.024
1427	2533	29	0.785	49.977
2595	3220	29	0.7875	10.022
1074	1776	29	0.8212	-14.018
1053	1337	29	0.8289	0.002
1024	1028	29	0.8332	3.956
1053	1776	29	0.8202	-14.016
1426	2217	29	0.7749	10.058
1246	1709	29	0.7893	-146.057
1301	1632	29	0.7629	17.024
1426	3220	29	0.7407	-15.995
1427	2622	29	0.8421	49.978
1234	1903	29	0.7787	15.995
1426	2058	29	0.8152	-25.010
1035	2171	29	0.8458	-14.019
1028	2217	29	0.766	36.076
1443	2111	29	0.7337	34.005
1769	1783	29	0.8174	-0.001
995	1251	29	0.8689	14.017
1046	1234	29	0.7923	-15.995
1024	2595	29	0.7823	3.956
1498	1802	29	0.8332	-18.005
1046	1681	29	0.9021	0.001
1427	2736	29	0.799	29.973
1053	1074	29	0.9297	0.002
1783	2171	29	0.8255	0.000
1931	2217	29	0.7581	66.049
1443	1709	29	0.8149	13.979
1443	1514	29	0.7376	216.064
1709	2533	29	0.8309	6.008
1731	2622	29	0.8689	22.006
1606	1802	29	0.8294	-42.047
1427	1709	29	0.8299	43.969
1053	1092	29	0.871	-0.001
1709	1731	29	0.9044	-15.996
1681	1903	29	0.8984	-0.000
989	1498	29	0.888	18.009
1427	2502	29	0.8306	14.014
1039	2171	29	0.8474	-14.019
1251	1337	29	0.8245	-30.009
1301	1426	29	0.7509	58.999
1427	3031	29	0.8121	26.016
995	1039	29	0.8313	-15.993
1028	1426	29	0.9044	26.018
1931	3220	29	0.7045	39.996
995	1092	29	0.8384	-15.996
1514	2666	29	0.7858	-14.015
1426	2595	29	0.8485	-26.017
2690	2991	29	0.721	-295.206
995	1654	29	0.8692	-312.230
1024	1789	29	0.787	-12.039
1092	1783	29	0.8233	-14.016
1024	1426	29	0.8081	29.974
1039	1074	29	0.9238	-0.000
1931	2595	29	0.729	29.974
1235	1560	29	0.7995	18.015
1046	1235	29	0.8005	-15.999
1731	2533	29	0.8277	22.004
1028	2595	29	0.8805	0.000
1053	2171	29	0.8399	-14.017
1776	1783	29	0.8167	-0.001
2502	3031	29	0.7574	12.002
1074	1092	29	0.8694	-0.003
1028	1931	29	0.7668	-29.974
1035	1039	29	0.9247	-0.000
1039	1776	29	0.8136	-14.018
1246	1443	29	0.7687	-160.036
1035	1053	29	0.9362	-0.002
1427	1443	29	0.7511	29.990
1092	2171	29	0.8438	-14.016
1654	2690	29	0.7738	295.204
1039	1053	29	0.9297	-0.002
1514	1731	29	0.7654	-218.081
1632	1789	29	0.7663	-0.037
1024	1632	29	0.8286	-12.002
1301	1931	29	0.7482	3.008
2217	3009	29	0.7642	-304.079
1654	1681	29	0.7831	330.242
1731	2004	29	0.7925	176.072
1234	1235	29	0.8377	-0.004
1498	1654	29	0.8362	-330.238
1800	1802	29	0.8083	-2.015
989	1251	29	0.8671	14.018
1235	1443	29	0.7991	9.989
1301	1900	29	0.7608	47.036
1514	2368	29	0.7619	18.010
1783	1823	29	0.7675	15.995
1426	1789	29	0.8245	-42.012
1514	1709	29	0.7498	-202.085
2533	2622	29	0.8701	0.002
995	1498	29	0.8785	18.007
2078	3458	32	0.8626	-2.020
879	2878	32	0.9104	-26.015
3458	5288	32	0.8499	-238.229
2878	3513	32	0.8515	-0.000
879	4705	32	0.8846	-238.227
1918	1994	32	0.946	0.002
1486	2491	32	0.9021	-2.014
879	4254	32	0.8762	-154.098
1486	1918	32	0.8873	23.999
2878	6060	32	0.8513	-262.229
2078	2155	32	0.9598	0.001
879	3259	32	0.9117	-0.000
2878	6090	32	0.8509	-238.229
1496	2409	32	0.9102	-2.017
1486	1496	32	0.9555	0.002
1496	2491	32	0.9165	-2.016
1994	2491	32	0.874	-26.014
879	5288	32	0.8983	-264.244
879	3458	32	0.9062	-26.016
1486	1994	32	0.8744	24.000
2078	2878	32	0.8472	-2.020
1918	2491	32	0.8905	-26.013
3458	3513	32	0.8618	-0.000
3458	6060	32	0.8857	-262.229
1486	2409	32	0.9241	-2.016
2274	2402	32	0.9038	-0.002
3259	4705	32	0.8663	-238.227
879	1994	32	0.8469	-40.031
1486	2402	32	0.8747	-68.100
2878	3259	32	0.8569	26.015
3259	5288	32	0.8612	-264.244
1496	1994	32	0.8903	23.999
1994	2409	32	0.8915	-26.016
2878	3458	32	0.9031	-0.000
5288	6090	32	0.9287	0.000
2155	3360	32	0.9472	-0.004
4254	4705	32	0.9013	-84.130
2409	2491	32	0.9111	0.002
4254	5893	32	0.8492	-158.131
2078	3360	32	0.9495	-0.003
2155	3458	32	0.8625	-2.020
1918	2409	32	0.9074	-26.014
3513	5288	32	0.8481	-238.229
1496	1918	32	0.8659	23.997
879	6090	32	0.8603	-264.244
3882	4059	33	0.981	14.016
4011	5007	33	0.9731	16.032
3583	3618	33	0.9112	14.015
3541	3809	33	0.9223	-15.995
4513	5405	33	0.9772	58.006
2001	5456	33	0.9346	-70.079
4075	4478	33	0.9707	-28.032
3722	4691	33	0.9776	42.047
4961	5009	33	0.9577	-42.047
3519	3532	33	0.9648	14.016
3544	3588	33	0.8833	-15.995
3672	3903	33	0.9628	0.000
3618	3864	33	0.9011	-63.995
4133	4741	33	0.8453	42.047
2001	5470	33	0.9046	-54.048
3519	3543	33	0.9663	0.000
4592	4911	33	0.9268	-14.016
4740	5323	33	0.948	32.041
3760	4505	33	0.8933	14.016
4526	4573	33	0.8934	-14.016
3582	5291	33	0.9124	-85.053
3521	4513	33	0.9258	-143.059
3882	4255	33	0.9537	-14.015
4000	5007	33	0.9749	2.016
4642	4691	33	0.9515	104.063
4313	4505	33	0.8784	14.015
4348	4693	33	0.9614	46.005
5323	5405	33	0.9552	29.974
3718	4313	33	0.9141	-99.068
3541	5456	33	0.9289	-56.063
4255	4313	33	0.946	14.016
3808	4313	33	0.934	14.016
3864	5291	33	0.8509	-99.069
3760	3808	33	0.9762	-14.015
4059	4075	33	0.8543	-44.025
3990	5470	33	0.9409	18.009
4011	5791	33	0.9473	28.031
3911	5323	33	0.947	32.041
3721	3944	33	0.9644	14.015
3718	4494	33	0.9714	14.016
1798	5393	33	0.9571	-28.032
4693	4868	33	0.9482	-46.005
4133	4642	33	0.9508	-33.984
5493	5791	33	0.9309	28.030
4592	5778	33	0.9455	-48.001
3543	5393	33	0.9509	-14.016
4348	4868	33	0.9416	0.000
3582	3588	33	0.9638	14.016
4348	4513	33	0.9758	-14.016
3808	4494	33	0.8797	127.100
2451	3645	33	0.9724	-14.015
3909	4007	33	0.8815	113.084
2722	3543	33	0.9254	-14.016
4518	4642	33	0.9176	-42.047
3776	3903	33	0.8962	0.000
4526	4720	33	0.9023	-14.016
3521	3582	33	0.926	-15.995
4348	5405	33	0.9656	43.990
3519	4923	33	0.9575	-45.057
3672	3776	33	0.8776	-0.000
3722	5493	33	0.9478	-14.015
4011	4961	33	0.9648	28.032
4961	5791	33	0.9355	-0.001
2722	3583	33	0.9638	0.000
3659	4133	33	0.9621	-14.016
4348	5456	33	0.9088	72.980
2332	3718	33	0.9808	14.016
4082	5493	33	0.9435	15.958
3808	4505	33	0.8784	28.030
2451	4000	33	0.952	-99.068
4961	5493	33	0.9353	-28.031
4082	4691	33	0.9722	72.021
4693	4740	33	0.9489	-64.031
4007	4478	33	0.8761	-127.100
4740	5456	33	0.9131	91.006
3718	3882	33	0.9228	-99.069
3532	3543	33	0.9833	-14.016
3809	5291	33	0.8564	-85.053
4685	4911	33	0.9364	-14.016
4059	4518	33	0.9563	-62.016
3544	5456	33	0.9201	-70.079
5009	5493	33	0.9381	14.015
4911	5778	33	0.9454	-33.985
4348	4740	33	0.959	-18.026
3521	5456	33	0.9433	-56.063
4000	5115	33	0.9497	28.031
3909	4075	33	0.9719	14.016
2238	4030	33	0.9019	-27.995
3911	4740	33	0.9597	-0.001
4011	4082	33	0.9698	-15.958
2451	3583	33	0.9208	-14.015
4740	4868	33	0.942	18.026
3544	3618	33	0.9107	48.000
3521	3541	33	0.9591	-0.000
4082	4961	33	0.9664	43.990
3532	5393	33	0.9501	-28.032
3722	5007	33	0.9797	2.016
2001	3864	33	0.9327	-15.995
3911	4518	33	0.8952	90.046
5009	5791	33	0.9509	42.046
3909	4478	33	0.9646	-14.016
2161	3721	33	0.9719	-14.016
4082	5115	33	0.9509	58.005
3543	4923	33	0.9441	-45.057
3911	4513	33	0.974	4.009
4513	5456	33	0.9196	86.996
4007	5635	33	0.9436	-14.015
3582	3864	33	0.9482	14.016
4000	4961	33	0.9653	14.016
1798	2722	33	0.9296	-0.000
3718	3721	33	0.9653	-14.016
3722	4082	33	0.9769	-29.973
3909	4720	33	0.9415	0.000
1798	3543	33	0.9595	-14.016
4011	5115	33	0.9486	42.047
3882	4685	33	0.9283	-26.015
4691	5009	33	0.9632	-70.078
5007	5493	33	0.9398	-16.031
3808	4255	33	0.9427	-0.000
3944	4059	33	0.8817	-85.052
3909	4526	33	0.9188	14.016
4075	4720	33	0.9362	-14.016
4255	5466	33	0.9339	-33.985
3882	4505	33	0.8912	14.015
3582	3809	33	0.9515	-0.000
2332	3645	33	0.9211	-28.031
2238	6055	33	0.857	-24.036
3521	3911	33	0.914	-147.068
3582	3721	33	0.8556	92.026
4513	4693	33	0.9718	60.022
4961	5115	33	0.944	14.015
2001	3588	33	0.9174	-15.995
2722	3519	33	0.9268	-14.016
3808	5466	33	0.9404	-33.985
3521	3544	33	0.9479	14.015
3521	4348	33	0.9143	-129.043
4255	4505	33	0.8762	28.030
3903	6055	33	0.9515	-0.001
2001	3618	33	0.9093	48.000
3645	3721	33	0.9235	28.031
4133	5730	33	0.8829	-83.037
3776	3881	33	0.8763	14.015
3618	3881	33	0.8918	46.005
4082	5791	33	0.9388	43.988
4255	4911	33	0.8544	-26.015
3776	6055	33	0.8718	-0.000
4693	5405	33	0.9607	-2.016
3722	5009	33	0.9705	-28.031
3864	4030	33	0.8469	92.026
4082	5007	33	0.9726	31.990
4691	5493	33	0.9419	-56.062
3808	3882	33	0.97	14.015
4313	4685	33	0.888	-26.015
3521	5405	33	0.9264	-85.053
3760	4011	33	0.9401	-42.047
1798	3532	33	0.9728	-0.000
4007	4720	33	0.8716	-113.084
4075	4573	33	0.9488	-14.017
1798	3903	33	0.9237	46.006
3760	4685	33	0.9289	-26.014
3722	5791	33	0.9495	14.015
2722	3776	33	0.9126	46.006
5466	5778	33	0.8767	-26.015
2451	3618	33	0.97	0.000
3541	4740	33	0.912	-147.069
5007	5791	33	0.9443	11.999
3718	3944	33	0.9633	-0.000
5456	5470	33	0.9099	16.031
3541	3544	33	0.9818	14.015
3588	3864	33	0.9531	0.000
3808	4911	33	0.8714	-26.015
4030	4494	33	0.9621	14.016
3543	3583	33	0.9122	14.016
3544	5470	33	0.8992	-54.048
4685	4870	33	0.9374	14.015
4000	4082	33	0.9711	-29.974
3760	3882	33	0.9833	0.001
3990	5484	33	0.9325	-0.001
2238	3721	33	0.889	-42.011
3672	6055	33	0.9351	-0.000
2001	3521	33	0.9764	-14.015
2451	3881	33	0.904	46.006
4478	4573	33	0.9489	14.015
2001	3541	33	0.9712	-14.015
3583	3776	33	0.8835	46.006
3809	3864	33	0.97	14.016
3722	4011	33	0.9776	-14.016
3541	3944	33	0.8932	90.046
3911	4868	33	0.9424	18.025
4059	5466	33	0.95	-62.016
3911	4348	33	0.9632	18.025
3618	3645	33	0.9537	-14.015
4961	5007	33	0.9701	-12.000
4000	5791	33	0.95	14.015
3760	4592	33	0.9316	-26.014
4693	5323	33	0.9534	-31.990
3722	4961	33	0.9732	14.016
5009	5115	33	0.9537	56.062
5007	5115	33	0.9489	26.015
4691	5007	33	0.9724	-40.031
4868	5323	33	0.9285	14.016
3909	4573	33	0.9482	-0.001
4870	5778	33	0.9051	-62.015
3760	4255	33	0.9558	-14.015
4478	4720	33	0.9386	14.016
4518	5466	33	0.9253	-0.000
3718	4518	33	0.9087	-147.069
4011	4691	33	0.9672	56.063
3911	5405	33	0.9692	62.015
4592	4685	33	0.9758	0.000
3911	4693	33	0.9633	64.031
5007	5009	33	0.9672	-30.047
4870	4911	33	0.8813	-28.031
4007	4075	33	0.8717	-99.068
2722	3532	33	0.9312	0.000
4007	4573	33	0.8833	-113.085
3721	4030	33	0.9538	14.016
4000	4011	33	0.9822	-14.016
4693	5456	33	0.9182	26.975
3541	5470	33	0.9065	-40.032
4348	5323	33	0.9487	14.016
4592	4870	33	0.9391	14.015
3588	5291	33	0.8839	-99.069
4691	4961	33	0.9692	-28.031
3882	4592	33	0.9278	-26.015
3588	3809	33	0.9502	-14.016
4513	4740	33	0.9699	-4.010
3722	5115	33	0.9572	28.031
4082	5009	33	0.9691	1.943
2451	4030	33	0.9109	28.032
2238	2332	33	0.8573	-42.011
3521	3809	33	0.92	-15.995
3718	5466	33	0.9091	-147.069
4513	5323	33	0.9628	28.032
3722	4000	33	0.9785	0.000
4000	4691	33	0.9684	42.047
2001	3544	33	0.9642	0.000
4011	5009	33	0.971	-14.015
3618	4030	33	0.9027	28.031
5115	5791	33	0.9182	-14.016
1798	3519	33	0.9706	-14.016
5115	5493	33	0.9402	-42.047
4000	5009	33	0.9746	-28.031
4685	5778	33	0.9576	-48.001
4740	5405	33	0.9706	62.016
3532	3583	33	0.9138	0.000
3541	3582	33	0.8911	-15.995
3519	5393	33	0.9696	-14.015
3541	3721	33	0.8949	76.031
4691	5115	33	0.9476	-14.016
4573	4720	33	0.9584	0.001
4868	5405	33	0.946	43.990
3544	3864	33	0.9254	-15.995
5470	5484	33	0.9042	-18.010
3808	4059	33	0.9702	28.031
4513	4868	33	0.9548	14.016
3809	3944	33	0.8456	106.042
3760	4059	33	0.9819	14.016
4494	5466	33	0.8888	-161.085
5813	5862	35	0.8469	-0.000
3995	5623	35	0.8805	14.015
3995	4712	35	0.8894	-17.028
4712	5012	35	0.8668	-0.001
4295	4686	35	0.8891	-0.000
4778	5120	35	0.8857	-0.000
3995	5012	35	0.8239	-17.028
4692	5996	35	0.8669	0.000
3650	4692	35	0.9442	-14.016
4692	5862	35	0.8697	14.016
4778	5813	35	0.7702	15.995
3650	5862	35	0.8736	0.000
4247	4766	35	0.8586	-35.037
4692	5813	35	0.8751	14.016
4151	5012	35	0.843	28.031
3650	3995	35	0.8867	-18.010
3889	4692	35	0.7501	15.958
4692	4778	35	0.8731	-1.979
5012	5813	35	0.8904	35.039
3650	5120	35	0.7944	-15.995
4247	4486	35	0.8476	-18.010
4712	5862	35	0.8407	35.038
3995	5813	35	0.809	18.010
3995	4151	35	0.7625	-45.059
4692	5120	35	0.8066	-1.979
3889	4766	35	0.8852	-35.037
4295	5813	35	0.8439	-14.015
4295	5996	35	0.8295	-28.031
4151	4712	35	0.838	28.031
4295	4778	35	0.8284	-30.011
3995	5862	35	0.8051	18.010
3995	4486	35	0.7556	-29.974
4295	5623	35	0.8181	-18.011
3650	4295	35	0.894	14.016
4712	5813	35	0.8324	35.038
3650	4712	35	0.8774	-35.038
4247	5211	35	0.7542	40.031
5012	5862	35	0.8414	35.038
4295	5120	35	0.7766	-30.011
4151	5813	35	0.7556	63.069
3889	4778	35	0.7614	13.979
5120	5862	35	0.7825	15.995
5813	5996	35	0.871	-14.016
3650	5813	35	0.906	0.000
4486	4766	35	0.8938	-17.027
3889	4486	35	0.8693	-18.010
3650	5996	35	0.8746	-14.015
4778	5996	35	0.8011	1.979
4686	4692	35	0.7644	-28.031
4295	4692	35	0.8949	-28.031
5120	5996	35	0.7676	1.980
4295	5862	35	0.8414	-14.016
4712	4766	35	0.7613	-29.973
4778	5862	35	0.7978	15.995
5862	5996	35	0.8525	-14.015
3889	4247	35	0.9281	0.000
3650	5012	35	0.8905	-35.038
3889	5211	35	0.7772	40.031
3650	4778	35	0.8433	-15.995
1228	2720	36	0.9219	-14.016
2712	2720	36	0.7708	14.016
1163	2712	36	0.8541	-14.016
1163	1228	36	0.8736	14.015
151	506	37	0.7285	13.979
4302	4593	37	0.7832	-27.995
4302	5671	37	0.823	-0.109
505	980	37	0.9094	0.000
151	4593	37	0.9957	0.000
151	4302	37	0.7781	27.995
649	4845	37	0.9811	0.000
505	4593	37	0.7975	-78.014
1270	4377	37	0.7984	77.808
5055	5057	37	0.8537	-27.995
4031	5055	37	0.7502	100.016
4804	5782	37	0.8224	27.959
4302	4377	37	0.7989	77.808
506	4593	37	0.7322	-13.979
1270	5671	37	0.8259	-0.109
756	4845	37	0.974	0.000
506	4302	37	0.7711	14.016
4302	5057	37	0.739	-100.016
649	5782	37	0.7267	-54.047
505	916	37	0.8656	0.000
4804	5055	37	0.8864	-18.011
2145	2643	37	0.7224	-0.148
4804	5057	37	0.8258	-46.006
1270	5057	37	0.7432	-100.016
980	4593	37	0.7705	-78.014
2145	4302	37	0.7964	-78.014
151	1270	37	0.7834	27.995
916	4593	37	0.7334	-78.014
4031	4804	37	0.7229	118.027
151	505	37	0.802	78.014
1270	4302	37	0.9963	0.000
916	980	37	0.8843	0.000
1270	2145	37	0.7919	78.014
151	916	37	0.7352	78.014
151	980	37	0.7696	78.014
5055	5782	37	0.7567	45.969
649	756	37	0.9783	0.000
4845	5782	37	0.7315	-54.047
4031	5057	37	0.8355	72.021
2145	4377	37	0.9509	-0.206
4031	4609	37	0.9059	78.014
4609	5055	37	0.7174	22.002
756	5782	37	0.7242	-54.047
1270	4593	37	0.7857	-27.995
506	1270	37	0.7719	14.016
262	926	38	0.9023	-1.996
561	4552	38	0.9107	1.996
262	561	38	0.9171	-1.996
926	4552	38	0.8982	1.996
262	4552	38	0.989	0.000
262	3486	38	0.9876	0.000
561	3486	38	0.9198	1.996
926	3486	38	0.9023	1.996
1354	2686	38	0.7882	-30.010
561	926	38	0.967	0.000
3486	4552	38	0.9802	0.000
561	1354	38	0.8201	16.957
316	341	39	0.9802	-0.000
23	66	39	0.9823	0.001
169	341	39	0.9694	-0.000
133	169	39	0.9287	16.032
169	188	39	0.9813	0.001
23	169	39	0.9236	16.032
316	6389	39	0.9384	0.001
188	685	39	0.9589	-0.001
68	341	39	0.931	16.031
23	918	39	0.9431	0.001
188	6389	39	0.9252	0.000
23	271	39	0.9675	0.001
188	539	39	0.9572	-0.001
23	68	39	0.983	0.001
66	510	39	0.9625	0.000
23	133	39	0.9721	0.000
188	341	39	0.97	-0.001
133	188	39	0.9306	16.032
341	539	39	0.9661	-0.000
271	510	39	0.9547	0.000
539	6389	39	0.9257	0.001
68	133	39	0.9769	-0.001
341	685	39	0.9663	0.000
169	271	39	0.9267	-16.031
539	685	39	0.9628	0.000
66	918	39	0.9497	0.000
133	316	39	0.9401	16.032
169	685	39	0.9587	0.000
68	316	39	0.9378	16.031
133	918	39	0.9493	0.001
133	510	39	0.9614	0.001
66	169	39	0.931	16.031
188	316	39	0.976	-0.001
316	539	39	0.9687	-0.000
66	271	39	0.976	0.000
685	6389	39	0.9374	0.001
66	188	39	0.9314	16.032
271	918	39	0.9409	0.000
68	271	39	0.9729	0.000
68	510	39	0.9586	0.000
23	510	39	0.9546	0.001
66	133	39	0.978	-0.001
316	685	39	0.9724	0.000
66	341	39	0.9359	16.031
341	6389	39	0.9373	0.001
169	316	39	0.9728	0.000
510	918	39	0.9419	-0.000
188	271	39	0.9264	-16.032
68	169	39	0.9262	16.031
66	316	39	0.9404	16.031
169	539	39	0.9578	-0.000
133	271	39	0.9703	0.001
133	341	39	0.9356	16.031
68	188	39	0.929	16.032
68	918	39	0.9438	0.000
66	68	39	0.9842	0.000
271	341	39	0.9339	16.031
271	316	39	0.9367	16.031
2754	4950	40	0.9353	80.134
2754	3253	40	0.9048	-44.026
2754	4842	40	0.9279	124.161
3253	4842	40	0.89	168.187
4842	4950	40	0.9382	-44.027
4769	5424	41	0.7487	58.003
3811	5168	42	0.8614	14.016
3566	3728	42	0.9272	-14.016
3664	3927	42	0.9637	-0.000
3629	5168	42	0.9229	0.000
4525	5082	42	0.9154	14.016
4160	4525	42	0.9091	-0.001
4021	4321	42	0.9106	0.000
5546	6039	42	0.9255	-25.979
4962	5858	42	0.8745	-150.068
3728	4539	42	0.9665	0.000
5873	5953	42	0.8789	-30.010
3576	3745	42	0.9448	-0.000
3629	4539	42	0.8989	-14.016
3576	4381	42	0.8897	-1.980
4021	4540	42	0.9052	27.997
3853	4252	42	0.959	-0.001
3664	3853	42	0.8867	14.017
3853	5166	42	0.8702	-28.032
3983	4694	42	0.8921	-14.017
4201	4694	42	0.8518	-178.028
3664	4252	42	0.92	14.015
3566	5738	42	0.8779	-192.115
3676	4962	42	0.9468	-1.980
5082	5432	42	0.9291	0.000
4694	4962	42	0.9038	176.048
3745	5308	42	0.8693	-15.960
3728	3811	42	0.9817	0.000
4201	5873	42	0.8774	28.030
4422	5953	42	0.8711	-15.995
4163	4298	42	0.9563	0.000
3774	3940	42	0.8477	14.016
3676	4801	42	0.8868	-13.980
4540	5024	42	0.8999	-27.995
3676	4694	42	0.8954	-178.028
3576	3676	42	0.9073	-14.016
3983	5856	42	0.8709	27.957
3853	3927	42	0.8838	-14.017
4525	4898	42	0.9075	1.979
4021	5024	42	0.8989	0.002
4422	4962	42	0.9456	-15.995
3664	3745	42	0.9321	-14.016
4321	5349	42	0.8642	-14.014
4422	4694	42	0.8729	-192.043
3983	5067	42	0.88	-0.001
5546	5858	42	0.9467	0.000
4801	4962	42	0.8717	12.000
4252	5166	42	0.8656	-28.031
3774	4067	42	0.852	-14.015
3629	3728	42	0.922	-14.016
4201	5953	42	0.9069	-1.980
3745	3927	42	0.9171	14.016
3664	4381	42	0.8804	-15.995
4150	5933	42	0.8992	0.001
3728	5168	42	0.8659	14.016
3676	4422	42	0.9517	14.016
4321	5612	42	0.9262	0.002
4150	5856	42	0.848	27.958
3676	5953	42	0.8619	-1.980
3745	4021	42	0.8633	-13.981
4540	4967	42	0.8607	14.016
5858	6039	42	0.9111	-25.980
3576	4252	42	0.9282	28.030
3983	4525	42	0.8984	25.978
4422	5658	42	0.8653	138.068
3983	4898	42	0.8641	27.957
4201	4962	42	0.9202	-1.981
3927	4021	42	0.881	-27.997
3774	4361	42	0.9166	0.000
3745	4540	42	0.9398	14.015
3676	5546	42	0.861	-152.049
4381	5953	42	0.8578	-14.016
3664	3940	42	0.8793	14.016
3728	4201	42	0.8524	-152.083
3927	4422	42	0.886	-14.015
3983	5933	42	0.938	-0.000
3664	4021	42	0.9026	-27.997
4694	5858	42	0.9468	25.979
4021	4801	42	0.9052	-14.014
3745	4201	42	0.9412	-14.015
4021	5349	42	0.944	-14.014
3566	3811	42	0.9227	-14.016
3853	3940	42	0.899	-0.001
4694	5546	42	0.9573	25.979
3576	4540	42	0.9032	14.015
3811	4539	42	0.9644	0.000
4422	5546	42	0.866	-166.064
4422	4801	42	0.8885	-27.996
3927	4252	42	0.9173	14.015
3664	4422	42	0.877	-14.015
3811	5658	42	0.911	0.000
3676	4201	42	0.9437	0.001
4694	6039	42	0.9301	-0.000
3745	4381	42	0.8987	-1.979
4252	5873	42	0.8727	-14.016
3676	5658	42	0.9017	152.083
3566	3629	42	0.9779	0.000
5024	5349	42	0.8806	-14.016
3566	4163	42	0.8509	-15.977
4962	5658	42	0.8822	154.063
4021	4676	42	0.8511	14.018
3566	5168	42	0.9282	0.000
3728	5658	42	0.9182	0.000
4381	4540	42	0.871	15.995
4252	4381	42	0.8687	-30.010
4962	5953	42	0.8975	0.000
4201	4801	42	0.9023	-13.981
3664	4540	42	0.9215	-0.000
