CLUSTERID1	CLUSTERID2	ComponentIndex	Cosine	DeltaMZ
2017	5020	1	0.7291	54.047
2386	5020	1	0.7326	54.047
2017	2386	1	0.9697	0.000
3773	3812	2	0.9385	14.016
3786	3910	2	0.9655	-18.010
3669	3773	2	0.973	0.000
3669	3812	2	0.9678	14.016
3653	6115	2	0.8758	2.016
3617	3669	2	0.9767	-0.000
3653	3910	2	0.9652	-18.010
3669	3786	2	0.9671	-0.000
3773	3786	2	0.9706	-0.000
3773	4700	2	0.9165	-0.000
3653	4700	2	0.9624	0.000
3812	6115	2	0.8915	-12.000
3910	5951	2	0.8579	18.010
5454	5492	2	0.9156	-32.026
5006	5951	2	0.8684	-0.000
3812	4700	2	0.9512	-14.016
3653	3773	2	0.9456	0.001
3653	3786	2	0.9647	0.000
3786	3812	2	0.9482	14.016
3786	5454	2	0.9193	14.016
3669	3910	2	0.9782	-18.010
3653	5006	2	0.9496	0.001
3773	5951	2	0.9063	-0.000
3653	3812	2	0.9692	14.016
5006	5454	2	0.9141	14.016
3617	5006	2	0.9553	0.000
3617	5454	2	0.9456	14.016
3653	3669	2	0.9701	0.001
3773	5454	2	0.9007	14.016
3773	5006	2	0.9601	0.000
3617	3786	2	0.9583	-0.000
3910	4700	2	0.9453	18.010
3786	4700	2	0.9283	0.000
4700	5737	2	0.848	-2.013
5454	6115	2	0.8658	-12.000
3669	4700	2	0.9508	-0.000
3910	5006	2	0.9535	18.011
3812	5006	2	0.9359	-14.016
3669	5454	2	0.948	14.016
3669	5006	2	0.9575	0.000
3617	5951	2	0.862	-0.000
3617	3773	2	0.9635	-0.000
3786	4332	2	0.8732	2.016
3669	5951	2	0.8634	-0.000
4332	6115	2	0.9102	0.000
3617	3653	2	0.9659	-0.001
3617	4700	2	0.9471	-0.000
3812	5492	2	0.9399	-32.026
4700	5454	2	0.9569	14.016
3617	3910	2	0.9712	-18.011
3617	3812	2	0.9653	14.016
3773	3910	2	0.9681	-18.010
3812	5454	2	0.9735	0.000
3786	5006	2	0.9508	0.000
3653	5454	2	0.9643	14.016
4700	5006	2	0.9332	0.000
3825	6053	3	0.9641	0.000
101	6053	3	0.9653	0.000
101	3825	3	0.998	0.000
3649	3941	4	0.9621	14.016
3817	4271	4	0.9098	-14.016
5045	5455	4	0.8962	-14.021
3897	4949	4	0.9484	-32.026
4350	5333	4	0.9062	-30.009
4158	5709	4	0.9117	-14.015
4292	4707	4	0.8927	42.011
3674	4004	4	0.8499	48.000
3874	4048	4	0.9015	152.084
4069	4188	4	0.9163	0.000
3726	4058	4	0.8715	-14.014
4522	5446	4	0.9307	14.016
4897	5065	4	0.9143	0.000
3674	5002	4	0.8505	-0.000
3957	5173	4	0.8764	14.016
3859	4213	4	0.9198	0.000
4084	4213	4	0.8879	14.016
4798	5919	4	0.9175	-0.001
3726	4188	4	0.8893	14.015
4941	5462	4	0.8946	-14.016
3897	4004	4	0.9309	14.016
3749	5333	4	0.9021	-15.994
3916	4069	4	0.9005	14.015
3649	3874	4	0.9193	-14.016
4765	4951	4	0.8977	14.016
3749	4707	4	0.9588	14.016
3649	4798	4	0.9197	-14.015
3879	4765	4	0.8875	-14.016
4004	6094	4	0.9082	0.000
3749	4205	4	0.947	14.016
3616	6094	4	0.8857	14.016
3749	4292	4	0.9265	-27.996
3622	3859	4	0.958	0.000
4372	4504	4	0.8844	-14.015
3941	4707	4	0.9663	14.016
3859	4838	4	0.8717	-15.995
3765	6031	4	0.8591	-1.980
4048	5717	4	0.9034	-0.005
4048	4798	4	0.8829	-152.083
3935	4188	4	0.8808	-0.000
4004	5560	4	0.8775	-32.026
5167	5770	4	0.8531	-16.031
3817	4798	4	0.9086	-14.015
4213	4350	4	0.8777	-124.053
4707	5726	4	0.8809	-14.016
3674	4838	4	0.8765	-15.995
3941	4205	4	0.929	14.016
3765	4798	4	0.8861	-14.016
3616	3897	4	0.9803	-0.000
4941	5404	4	0.8687	-14.014
4058	5926	4	0.8581	-0.002
4168	4667	4	0.8886	14.015
3935	3957	4	0.9664	-14.016
5274	5404	4	0.8613	-14.014
3655	3897	4	0.9272	-14.016
4271	4798	4	0.8976	0.001
3622	5848	4	0.9137	-32.026
4372	5045	4	0.9003	14.015
3655	6094	4	0.91	0.000
3649	3749	4	0.935	14.016
4391	4790	4	0.8947	-0.000
3622	4294	4	0.8557	-15.977
3817	4205	4	0.9004	28.031
3765	3941	4	0.8813	14.015
3765	4205	4	0.8888	28.031
3874	5446	4	0.9217	28.031
3730	3916	4	0.8574	14.016
4271	5717	4	0.8506	152.079
3957	5167	4	0.8512	-97.053
3916	4951	4	0.8628	-33.984
4292	5452	4	0.9045	-14.016
3622	3655	4	0.8481	48.000
3616	4949	4	0.962	-32.026
4213	5002	4	0.8888	-0.000
4058	4248	4	0.9215	-14.018
3941	4292	4	0.8991	-27.995
4069	4667	4	0.8851	-48.000
5446	5717	4	0.8864	124.047
3726	4667	4	0.8707	-33.985
3874	5726	4	0.9297	28.031
3749	5185	4	0.8925	-27.995
5065	5770	4	0.8725	-14.015
3879	5503	4	0.9164	-0.000
4372	4942	4	0.9235	14.015
4048	4213	4	0.889	14.016
3935	5503	4	0.8613	-48.001
4192	4294	4	0.9698	-0.000
3879	4069	4	0.8876	48.000
3730	4488	4	0.8781	-0.000
5404	5919	4	0.857	29.973
3820	4058	4	0.8857	-14.015
3820	5926	4	0.8855	-14.016
4048	4881	4	0.9577	0.000
4069	5587	4	0.8874	-99.069
4372	4391	4	0.8618	29.974
3649	4271	4	0.8891	-14.016
4168	5503	4	0.852	14.015
3622	3674	4	0.9767	0.000
5173	5503	4	0.8499	-48.001
5154	5709	4	0.8627	-14.015
3874	5717	4	0.9224	152.079
4350	5726	4	0.8789	-14.016
4350	5714	4	0.8885	-0.000
3649	5333	4	0.9212	-1.978
3941	5333	4	0.913	-15.994
4048	4084	4	0.9716	-0.000
3817	4707	4	0.9381	28.031
4271	4522	4	0.9073	14.016
3957	4069	4	0.9177	14.015
3879	3916	4	0.915	33.984
4220	4838	4	0.8541	0.000
3622	5002	4	0.8503	-0.000
4667	5503	4	0.9068	-0.000
4084	4522	4	0.8854	-138.068
3935	4069	4	0.9305	-0.001
3957	4188	4	0.8658	14.015
4146	5154	4	0.849	14.016
4084	4881	4	0.953	0.000
4941	5572	4	0.8593	76.031
4522	5726	4	0.9284	14.015
3874	4084	4	0.8999	152.084
3726	4488	4	0.9285	-14.016
3916	4488	4	0.9157	-14.016
4504	5455	4	0.8594	14.009
3817	3941	4	0.9562	14.016
5726	5919	4	0.8755	-28.031
3649	5919	4	0.8836	-14.016
3916	3935	4	0.9377	14.016
4350	4707	4	0.9154	0.000
3874	4798	4	0.9221	0.001
5195	5452	4	0.9223	0.000
3726	3957	4	0.8859	-0.000
4205	4707	4	0.9242	-0.000
5717	5726	4	0.8608	-124.048
4292	5195	4	0.9489	-14.016
4271	5919	4	0.8862	0.000
4205	5185	4	0.8689	-42.011
4941	4951	4	0.9277	14.016
3749	3941	4	0.9642	-0.000
4758	5709	4	0.8581	-99.067
3674	3859	4	0.9546	-0.000
4667	4765	4	0.8976	-14.016
4271	5726	4	0.878	28.031
4168	4951	4	0.879	14.015
4069	5173	4	0.8877	0.001
3916	3957	4	0.9305	0.000
3859	5848	4	0.8979	-32.026
4084	4798	4	0.8759	-152.083
5770	5892	4	0.8891	-0.001
4391	4942	4	0.8541	-15.959
4168	5462	4	0.8507	-14.016
3674	5848	4	0.9083	-32.027
4391	5709	4	0.8891	14.016
4765	4941	4	0.9199	0.000
3935	5173	4	0.8825	0.000
3655	5560	4	0.8825	-32.026
3817	4350	4	0.9246	28.031
3879	4941	4	0.9388	-14.016
3817	3874	4	0.8904	-14.016
3622	4004	4	0.8514	48.000
3749	3817	4	0.9506	-14.016
3916	4667	4	0.8737	-33.984
3941	4522	4	0.9084	-14.016
4146	4942	4	0.8491	-29.974
3879	4168	4	0.8738	-14.015
4213	4881	4	0.8819	-14.015
3649	4707	4	0.9374	28.031
3897	6094	4	0.8691	14.016
3622	4192	4	0.8523	-15.977
3622	4838	4	0.8842	-15.995
3879	3957	4	0.907	33.985
3916	4058	4	0.8574	-14.014
4488	4811	4	0.8577	-14.016
3879	3935	4	0.9237	48.000
4271	5446	4	0.8669	28.031
3726	3935	4	0.881	14.015
4765	5462	4	0.8729	-14.015
4188	5587	4	0.8476	-99.069
3820	4488	4	0.9462	-14.017
3674	4213	4	0.9316	0.000
3874	4522	4	0.9686	14.016
5446	5726	4	0.8958	-0.000
4350	5446	4	0.8824	-14.015
4248	4488	4	0.9034	14.016
3765	5919	4	0.8728	-14.017
4271	5195	4	0.8539	-13.979
4707	5333	4	0.9095	-30.010
4881	5717	4	0.8964	-0.005
3616	3655	4	0.9484	14.016
4765	5404	4	0.8518	-14.014
4146	4391	4	0.9112	-14.016
3749	3765	4	0.8747	-14.015
4248	4811	4	0.8626	-0.000
4146	4158	4	0.8638	14.016
4213	5848	4	0.8674	-32.027
3616	4004	4	0.9527	14.016
5203	5709	4	0.8649	14.016
3879	4667	4	0.9508	0.000
3820	3935	4	0.8824	14.015
3726	3916	4	0.9193	-0.000
4522	4798	4	0.917	-14.015
4667	4951	4	0.9659	0.000
3622	4213	4	0.9279	0.000
4158	5154	4	0.9141	0.000
4667	4941	4	0.9344	-14.016
5333	5714	4	0.8492	30.009
4949	5560	4	0.8774	14.016
3879	4951	4	0.9408	0.000
3649	3817	4	0.9655	0.000
4707	5185	4	0.8768	-42.011
3655	4004	4	0.9725	0.000
4798	5726	4	0.892	28.030
3820	4069	4	0.902	14.014
4504	5276	4	0.8571	14.015
3726	4069	4	0.9145	14.015
3749	4350	4	0.9058	14.015
4205	4292	4	0.9011	-42.011
5185	5195	4	0.9222	-14.016
4941	5503	4	0.925	14.015
3874	4271	4	0.9041	0.000
4084	5717	4	0.9066	-0.005
3820	3916	4	0.951	-0.001
4765	5503	4	0.8959	14.016
3730	3820	4	0.874	14.016
3897	4391	4	0.8501	-113.084
4951	5503	4	0.9132	-0.000
4248	5926	4	0.8988	14.016
4522	5919	4	0.8842	-14.016
4205	5333	4	0.8693	-30.010
5714	6031	4	0.8655	-30.010
3726	3820	4	0.9437	0.000
4292	5185	4	0.9401	0.000
3616	4391	4	0.8507	-113.084
3817	5333	4	0.9336	-1.978
5167	5892	4	0.8709	-16.032
5452	5919	4	0.8506	13.979
3649	4350	4	0.9376	28.031
3941	4350	4	0.9353	14.015
3820	3957	4	0.8825	-0.000
4522	5717	4	0.9135	138.063
5185	5452	4	0.9066	-14.016
4048	4522	4	0.8856	-138.068
5333	6031	4	0.8843	-0.001
1634	1799	5	0.8159	0.001
2215	2655	5	0.8932	-272.252
2801	6436	5	0.8258	0.000
2215	2801	5	0.8784	-0.001
1634	2801	5	0.7589	15.995
1799	2801	5	0.7805	15.994
6201	6356	6	0.9577	-1.998
3509	3518	6	0.9432	-0.000
73	3446	6	0.8621	-41.002
1378	6506	6	0.9284	0.000
3446	3509	6	0.9855	0.000
6239	6457	6	0.9867	-1.998
40	6148	6	0.9218	-2.963
6227	6356	6	0.9529	-1.998
19	6220	6	0.9804	1.998
1378	6242	6	0.8919	0.000
15	33	6	0.7929	13.032
73	987	6	0.8527	-41.002
987	3509	6	0.9436	-0.000
966	3518	6	0.8624	0.189
764	2876	6	0.9693	-0.000
6224	6457	6	0.9816	-1.998
6144	6224	6	0.9906	0.000
2876	3440	6	0.9614	0.001
893	3440	6	0.9675	0.000
3440	6506	6	0.8585	0.000
162	6457	6	0.8505	25.012
6523	6524	6	0.9376	0.000
19	6144	6	0.9951	1.998
15	6101	6	0.8455	13.032
764	6524	6	0.902	0.000
125	3518	6	0.9069	-1.995
107	125	6	0.7856	0.025
6220	6239	6	0.9914	-0.000
15	393	6	0.8944	-17.966
6224	6239	6	0.9923	-0.000
6220	6356	6	0.98	-1.998
6356	6457	6	0.9893	-0.000
10	987	6	0.9218	0.000
3446	6101	6	0.868	41.027
19	6356	6	0.9891	-0.000
41	6148	6	0.8388	63.058
764	893	6	0.9655	0.000
893	6524	6	0.8347	0.000
127	987	6	0.8858	41.003
127	136	6	0.9957	-0.023
6144	6220	6	0.9897	0.000
8	6201	6	0.986	-0.000
127	3446	6	0.8297	41.003
987	3518	6	0.9089	-0.000
6201	6220	6	0.9814	0.000
6224	6356	6	0.9817	-1.998
125	987	6	0.874	-1.995
2876	6524	6	0.9302	0.001
57	149	6	0.7916	-32.026
125	3446	6	0.947	-1.995
125	3509	6	0.945	-1.995
1378	6523	6	0.9184	-0.000
41	149	6	0.8365	9.000
764	6506	6	0.8767	0.000
19	6201	6	0.9568	1.998
8	60	6	0.9867	-0.151
19	6239	6	0.985	1.998
893	6523	6	0.7947	0.000
60	6144	6	0.9587	0.151
40	73	6	0.9176	-2.988
987	6148	6	0.8423	41.027
10	127	6	0.8686	-41.003
6506	6523	6	0.9361	-0.000
15	57	6	0.9127	-9.000
893	2876	6	0.9187	-0.000
8	6220	6	0.9903	-0.000
8	6224	6	0.9899	-0.000
60	6227	6	0.9813	0.151
6144	6239	6	0.9912	-0.000
73	3518	6	0.8432	-41.002
15	41	6	0.9091	-50.027
6224	6227	6	0.9798	-0.000
8	6227	6	0.9824	-0.000
6101	6148	6	0.9592	0.000
15	162	6	0.8821	-17.003
764	3440	6	0.9829	0.000
136	987	6	0.8623	41.027
10	3446	6	0.9432	-0.000
3446	6148	6	0.8597	41.027
15	149	6	0.8576	-41.027
10	136	6	0.8527	-41.026
6220	6227	6	0.9806	-0.000
40	6101	6	0.9003	-2.963
6506	6524	6	0.9558	0.000
764	6523	6	0.8715	0.000
10	6148	6	0.8588	41.027
987	6101	6	0.8335	41.027
764	1378	6	0.8596	0.000
15	6148	6	0.8716	13.032
2876	6242	6	0.8253	0.001
1378	2876	6	0.9138	-0.001
33	3446	6	0.8817	-41.027
19	6224	6	0.9808	1.998
6239	6356	6	0.9863	-1.998
32	6356	6	0.9493	-6.992
6144	6227	6	0.9651	-0.000
10	3518	6	0.9229	-0.000
6227	6457	6	0.9529	-1.998
8	19	6	0.982	-1.998
10	3509	6	0.948	0.000
162	393	6	0.9047	-0.964
6144	6356	6	0.9905	-1.998
60	6239	6	0.9493	0.151
19	393	6	0.9017	-25.976
6144	6201	6	0.9702	-0.000
73	6101	6	0.9315	0.025
6227	6239	6	0.9674	-0.000
6242	6506	6	0.8901	0.000
60	6224	6	0.9667	0.151
32	893	6	0.835	-0.081
6242	6524	6	0.8544	0.000
73	6148	6	0.9359	0.025
2876	6523	6	0.9078	0.001
8	6239	6	0.9822	-0.000
60	6220	6	0.969	0.151
6201	6239	6	0.972	-0.000
6201	6457	6	0.9589	-1.998
127	3509	6	0.8285	41.003
3509	6148	6	0.8611	41.027
3446	3518	6	0.9451	0.000
60	6201	6	0.9806	0.151
6144	6457	6	0.9888	-1.998
3509	6101	6	0.8688	41.027
6220	6224	6	0.9943	0.000
3440	6523	6	0.8566	0.000
10	33	6	0.8712	41.027
33	3509	6	0.8824	-41.027
19	6227	6	0.9493	1.998
6220	6457	6	0.9801	-1.998
10	125	6	0.9349	1.995
3518	6101	6	0.8393	41.027
33	40	6	0.9384	2.963
6201	6224	6	0.9811	0.000
19	6457	6	0.9872	-0.000
33	6101	6	0.9546	0.000
987	3446	6	0.9418	-0.000
893	6506	6	0.7993	0.000
8	6144	6	0.991	-0.000
3440	6524	6	0.8835	0.000
8	6356	6	0.9775	-1.998
33	73	6	0.9932	-0.025
1378	6524	6	0.9175	0.000
33	3518	6	0.8547	-41.027
15	40	6	0.8372	15.995
6242	6523	6	0.8439	-0.000
8	6457	6	0.9756	-1.998
32	107	6	0.8043	-41.027
6201	6227	6	0.9835	0.000
33	6148	6	0.95	0.000
10	73	6	0.9126	41.002
41	57	6	0.8813	41.027
1378	3440	6	0.8382	-0.000
73	3509	6	0.867	-41.002
4646	4721	9	0.9277	2.016
4382	4646	9	0.9827	-14.016
4122	4366	11	0.8888	-132.079
4185	5194	11	0.8998	-176.109
3753	5382	11	0.7947	12.000
3988	4122	11	0.8433	-162.215
4198	4934	11	0.8342	-17.026
3845	4934	11	0.8738	0.000
4479	5000	11	0.9438	-44.027
3914	4553	11	0.8518	-90.068
4366	5194	11	0.9394	-88.056
4574	5661	11	0.9153	-88.059
5194	5661	11	0.9226	-44.027
4185	5661	11	0.8775	-220.136
4443	4762	11	0.7458	42.011
3926	4392	11	0.8093	-88.052
4045	5593	11	0.8097	61.052
3845	4198	11	0.9093	17.027
4233	4984	11	0.8757	17.026
4366	5661	11	0.9207	-132.083
4445	5208	11	0.9094	-44.025
3988	5163	11	0.8535	-180.218
3924	4445	11	0.858	-176.105
4122	5163	11	0.8516	-18.003
3699	4193	11	0.9568	-132.079
3988	4479	11	0.9387	-176.104
3863	4193	11	0.9698	-44.026
3736	3908	11	0.8381	-14.016
3918	5208	11	0.9352	-132.077
4045	4780	11	0.9204	44.026
3980	5000	11	0.9405	-132.079
3988	4045	11	0.8798	14.016
4122	5335	11	0.8679	43.990
3736	3753	11	0.9578	-88.053
5335	5661	11	0.7876	-308.152
3863	4479	11	0.8697	-14.015
3978	5208	11	0.9137	-264.156
4574	5335	11	0.8021	220.093
3918	3924	11	0.8996	88.053
4045	4847	11	0.8286	-264.158
5238	5382	11	0.9164	-44.026
3732	5208	11	0.9037	-264.156
4553	4885	11	0.9243	-44.026
4116	4479	11	0.9622	-44.026
4071	4198	11	0.9036	-44.026
4780	5593	11	0.8634	17.026
3988	5000	11	0.9121	-220.131
3980	4122	11	0.829	-74.163
3804	3918	11	0.9572	-44.026
3732	3918	11	0.9289	-132.079
4071	4984	11	0.9128	-88.053
4231	4727	11	0.8206	132.079
4366	5163	11	0.8551	114.075
3845	3978	11	0.9028	-88.052
3607	4519	11	0.8148	-88.052
4594	4762	11	0.831	-44.026
4392	4519	11	0.8486	-14.015
3845	4233	11	0.9057	-44.026
3736	4847	11	0.8578	-220.132
4366	4574	11	0.9388	-44.024
3965	4392	11	0.8893	-44.026
5382	5864	11	0.897	88.053
3926	4610	11	0.8244	28.031
3699	3736	11	0.9603	44.027
3736	4045	11	0.9407	44.026
4231	5194	11	0.9366	-132.082
3978	4233	11	0.9521	44.026
5033	5661	11	0.824	-202.124
3924	4233	11	0.8828	88.052
3914	4198	11	0.8817	-0.984
3741	3804	11	0.9308	-132.079
3926	4594	11	0.737	-44.026
4533	4553	11	0.8926	-44.027
5238	5864	11	0.9144	44.027
3699	4847	11	0.8621	-176.105
3607	3848	11	0.8127	-44.026
4185	5335	11	0.8809	88.016
4443	4784	11	0.8311	44.026
3926	3965	11	0.8385	-44.026
4041	4233	11	0.8955	220.132
3753	3863	11	0.9651	-44.026
3804	3845	11	0.8981	176.105
3980	5163	11	0.8541	-92.166
4231	5335	11	0.8546	132.042
3736	4780	11	0.8858	88.052
4443	4594	11	0.7588	86.037
3918	3978	11	0.9397	132.079
3988	4116	11	0.9332	-132.078
5033	5194	11	0.8359	-158.096
3980	4172	11	0.9228	132.079
3699	4780	11	0.8461	132.079
4354	4784	11	0.7442	-44.026
3699	4045	11	0.9239	88.053
3741	4984	11	0.9011	17.026
3965	4594	11	0.8146	0.000
4780	4847	11	0.7598	-308.184
3732	3978	11	0.9381	0.000
4193	4780	11	0.8168	264.158
4354	4443	11	0.7077	-88.052
3732	3741	11	0.9579	44.026
3845	3914	11	0.8841	18.011
3741	3845	11	0.9271	44.026
4045	4934	11	0.8476	42.010
4122	5661	11	0.8356	-264.162
4231	4366	11	0.9517	-44.026
4574	5163	11	0.8553	158.099
4366	5033	11	0.853	70.040
3741	3918	11	0.9145	-176.105
4231	5163	11	0.8794	70.049
3908	4172	11	0.8924	88.052
4071	4610	11	0.9005	-17.027
3978	4445	11	0.9021	-220.131
4172	5000	11	0.8689	-264.158
3732	3924	11	0.8919	-44.026
3741	4445	11	0.8788	-264.157
4727	5335	11	0.9704	-0.036
4172	4479	11	0.8939	-220.131
3908	4479	11	0.9174	-132.079
4071	5239	11	0.8254	44.027
4041	5208	11	0.9246	-88.050
3848	3965	11	0.8023	14.015
3978	4934	11	0.9005	88.052
4185	5033	11	0.8774	-18.012
3804	5208	11	0.9325	-176.104
3736	3863	11	0.9402	-132.079
4185	4574	11	0.9099	-132.077
3918	4445	11	0.921	-88.052
4172	4780	11	0.8104	14.016
3699	3753	11	0.9696	-44.026
3741	3978	11	0.9124	-44.026
3980	4479	11	0.9681	-88.052
3753	4045	11	0.9094	132.079
3863	4847	11	0.8556	-88.053
3845	4610	11	0.8781	44.026
4392	4594	11	0.8146	44.026
4193	5000	11	0.8573	-14.016
4366	5335	11	0.8315	176.069
3741	4041	11	0.8978	-220.132
4533	4885	11	0.8655	-88.053
3732	3804	11	0.9452	-88.053
3863	4045	11	0.8893	176.105
3924	5208	11	0.8668	-220.130
3863	4780	11	0.8234	220.131
4185	4727	11	0.8713	88.052
3918	4041	11	0.9442	-44.027
3804	4041	11	0.9513	-88.053
4116	4172	11	0.891	176.105
3804	3924	11	0.9156	44.027
4122	4231	11	0.9339	-88.052
3988	4172	11	0.9317	44.027
4231	5661	11	0.9086	-176.110
4594	4784	11	0.7693	-42.010
3753	4847	11	0.8765	-132.079
4193	4847	11	0.8771	-44.026
4198	4984	11	0.9167	-44.027
3699	3863	11	0.9534	-88.052
3848	5865	11	0.7636	27.994
3736	4193	11	0.9374	-176.105
3980	4116	11	0.9586	-44.026
4574	5194	11	0.9404	-44.032
4231	5033	11	0.9065	26.014
5194	5335	11	0.8031	264.125
3753	4193	11	0.9668	-88.053
3804	4233	11	0.9327	132.079
4122	4574	11	0.8738	-176.103
3736	4443	11	0.8204	-28.031
3732	4445	11	0.8924	-220.131
3753	4780	11	0.8399	176.105
3908	4116	11	0.916	-88.053
3848	4519	11	0.918	-44.026
4045	4193	11	0.8834	-220.132
4233	4934	11	0.9329	44.026
3908	3988	11	0.9256	44.026
3908	3980	11	0.9354	-44.027
4185	4231	11	0.9534	-44.026
5033	5163	11	0.927	44.035
4479	5163	11	0.8566	-4.114
3908	5000	11	0.8971	-176.105
3804	3978	11	0.9535	88.053
4116	5163	11	0.8473	-48.140
4519	5865	11	0.7636	72.021
3607	3926	11	0.743	14.015
4041	4445	11	0.924	-44.025
3732	4041	11	0.9186	-176.106
3980	3988	11	0.9616	88.052
3753	4116	11	0.87	-14.016
3741	4233	11	0.9115	0.000
4198	4553	11	0.807	-89.084
4185	4366	11	0.9329	-88.053
3965	4762	11	0.8091	-44.026
3732	3845	11	0.9322	88.052
3804	4445	11	0.92	-132.079
4231	4574	11	0.9352	-88.051
3978	4041	11	0.9263	-176.106
4392	4762	11	0.8059	0.001
4116	5000	11	0.9427	-88.053
3732	4233	11	0.9161	44.026
4574	5033	11	0.851	114.065
3699	3980	11	0.8668	-14.016
3918	4233	11	0.9173	176.105
4122	5194	11	0.8618	-220.135
4185	5163	11	0.9224	26.023
4122	4185	11	0.9476	-44.026
260	320	12	0.968	44.026
143	248	12	0.9869	-88.053
205	1435	12	0.9638	-88.053
135	6284	12	0.9923	44.027
5083	5198	12	0.9459	-44.026
212	6285	12	0.9638	44.026
260	6403	12	0.9837	-0.001
403	468	12	0.981	0.000
3746	3777	12	0.9704	-44.028
198	1838	12	0.9817	14.016
135	158	12	0.9867	-88.052
213	6284	12	0.9988	14.015
203	205	12	0.9625	-44.026
219	276	12	0.9975	28.030
297	4001	12	0.9758	82.152
213	227	12	0.9851	44.026
227	6295	12	0.9947	14.015
232	264	12	0.9616	-44.026
213	6403	12	0.9846	44.026
3754	4077	12	0.925	44.026
403	724	12	0.9696	44.026
276	391	12	0.9768	-132.079
212	227	12	0.9839	-14.015
183	6284	12	0.9862	-44.026
269	4001	12	0.9584	110.183
1886	4308	12	0.9532	-44.026
724	3202	12	0.9369	0.000
183	6295	12	0.9986	0.000
325	1838	12	0.9674	28.030
1838	4001	12	0.9636	82.152
269	297	12	0.9737	28.031
158	207	12	0.9809	-44.027
212	403	12	0.969	14.016
183	260	12	0.9831	-14.014
143	168	12	0.9837	0.000
276	297	12	0.9868	-88.052
2929	5601	12	0.8788	-137.146
297	1838	12	0.984	-0.000
596	1586	12	0.936	44.025
232	1307	12	0.9522	44.027
135	143	12	0.9897	-44.026
143	252	12	0.9972	-14.013
230	6403	12	0.9855	44.026
179	230	12	0.9845	-14.015
261	318	12	0.9674	0.000
4797	5283	12	0.9466	44.026
212	6403	12	0.9836	-14.015
209	249	12	0.9863	28.030
203	1441	12	0.9737	44.027
158	198	12	0.9984	-0.001
148	6284	12	0.9864	0.000
209	230	12	0.9795	88.053
249	252	12	0.9859	-28.029
596	4308	12	0.9441	-44.027
1586	4308	12	0.9478	-88.052
213	219	12	0.9878	-44.027
198	248	12	0.9932	-44.026
252	6429	12	0.9972	14.013
318	320	12	0.976	-14.015
3580	4683	12	0.9491	44.026
158	168	12	0.9812	44.026
276	3782	12	0.9984	-14.016
391	1307	12	0.9625	168.190
452	1982	12	0.9476	0.000
264	4308	12	0.9501	-132.079
343	1435	12	0.9572	44.025
321	6425	12	0.9694	-28.031
227	320	12	0.9781	44.027
213	252	12	0.982	-88.051
168	252	12	0.9841	-14.013
220	276	12	0.9858	28.030
183	212	12	0.9824	0.000
148	179	12	0.9772	0.000
1435	4308	12	0.9568	-132.078
4859	5620	12	0.8562	-27.995
6295	6403	12	0.9885	-14.015
246	1441	12	0.9756	-44.026
135	3782	12	0.9993	0.000
135	179	12	0.9789	44.027
183	403	12	0.975	14.016
3782	6429	12	0.9952	-44.026
391	1838	12	0.9788	44.026
1307	1435	12	0.9578	-88.053
227	403	12	0.9824	28.031
168	198	12	0.9821	-44.026
3746	4001	12	0.9714	-88.053
264	1586	12	0.9425	-44.026
143	198	12	0.9938	-44.026
468	724	12	0.969	44.026
179	6284	12	0.9848	-0.000
158	3782	12	0.9876	88.052
135	198	12	0.9877	-88.052
232	1586	12	0.9495	-88.052
135	6429	12	0.9949	-44.026
248	391	12	0.9975	14.016
3777	5083	12	0.9597	-76.015
3777	4001	12	0.9679	-44.025
264	1435	12	0.9594	-0.001
212	260	12	0.9729	-14.014
343	596	12	0.946	-44.026
205	232	12	0.9639	-44.027
198	325	12	0.9821	-14.015
320	6403	12	0.9803	-44.027
168	209	12	0.9848	-14.014
205	1332	12	0.9528	44.026
148	321	12	0.9811	14.016
220	3746	12	0.9659	110.183
183	6285	12	0.9813	44.026
179	3782	12	0.9788	-44.027
596	1886	12	0.9418	-0.001
343	4308	12	0.959	-88.053
297	391	12	0.9941	-44.026
248	6429	12	0.9875	88.052
143	209	12	0.9967	-14.014
318	6285	12	0.9706	0.000
1441	3580	12	0.9623	132.078
264	343	12	0.954	-44.026
230	252	12	0.9818	-88.052
403	6295	12	0.98	-14.015
4001	4453	12	0.9635	-44.025
230	321	12	0.9968	28.030
4077	4859	12	0.937	44.026
2557	2929	12	0.9161	44.026
218	246	12	0.9707	44.026
198	6429	12	0.9932	44.026
1585	1982	12	0.9549	44.026
219	3782	12	0.9982	14.015
249	297	12	0.984	-44.026
596	1435	12	0.9493	88.051
158	325	12	0.9823	-14.015
209	219	12	0.9936	44.026
143	6429	12	0.9982	-0.000
4797	5198	12	0.9399	-44.026
1441	1585	12	0.9751	44.026
213	321	12	0.9982	28.030
205	248	12	0.9677	-182.205
249	1838	12	0.9706	-44.026
320	6285	12	0.9788	14.015
724	6285	12	0.967	-14.015
232	1886	12	0.9548	-132.078
5283	5304	12	0.9296	30.011
209	325	12	0.9785	-44.026
3746	4453	12	0.9552	-132.078
1586	1886	12	0.952	-44.026
207	391	12	0.9805	14.016
158	6429	12	0.9913	44.025
148	230	12	0.9839	-14.014
264	596	12	0.9436	-88.052
218	1585	12	0.9667	44.026
148	213	12	0.9855	-14.015
2929	4077	12	0.8881	-58.006
