row ID,row m/z,row retention time,170510_PMA_LP_EP_EPO120BLANK1.mzXML Peak area,170510_PMA_LP_EP_EPO120EBSU.mzXML Peak area,170510_PMA_LP_EP_EPO120EPL.mzXML Peak area,170803_LP_EP_EPO120AGAR_pos.mzXML Peak area,
2960,238.1805419921875,14.316416666666667,0,3142298.4024687367,0,0,
5410,386.2024230957031,5.257949999999999,0,0,3892417.5529999863,0,
2654,798.5674438476562,27.728833333333334,0,6580430.05374995,0,0,
1225,336.3265609741211,24.682499999999997,2880148.840625013,7.349076504125032E7,2.3002805369374696E7,432323.1350195445,
3164,169.0496622721354,4.378755555555555,20809.429420409993,3732604.330499968,190447.67853906393,0,
2144,593.3686218261719,32.950916666666664,0,1.3311093383749785E7,196604.93057616896,0,
511,394.2228469848633,10.672933333333333,5238317.384124842,0,45714.9276562508,0,
5411,362.1595764160156,8.736133333333333,0,0,4173120.5869374345,0,
4287,222.0795135498047,2.3435,0,0,2.2529255145812478E7,0,
3981,413.1573181152344,10.280308333333334,0,55656.40240429834,2.4361426383374754E7,0,
3777,474.29241943359375,6.6071333333333335,0,0,2.8126265758875165E7,0,
1327,651.278564453125,16.608016666666668,0,3.832681335674968E7,0,0,
3471,744.5846150716146,27.3805,856686.7024999732,2134414.9012498343,3.155754507750026E8,0,
2655,671.6472778320312,27.035333333333334,0,4623492.652500062,598882.5992969216,0,
2961,307.18833923339844,10.78405,1384501.7730937472,5635031.8058750015,0,0,
512,270.1183776855469,7.723916666666667,1.2541594710374964E7,0,0,0,
1226,165.05470275878906,5.565629166666666,63331.6097883301,8.198763538550006E7,855173.6891738258,61534.22718823365,
1429,1048.826761886902,36.12211111111111,0,5.336969107437544E7,6504062.743125047,14868.992231445007,
5412,301.1417465209961,20.13279166666667,479003.4744531531,1747033.3390624304,5537911.01624992,2022473.1496093029,
4288,201.11226367976667,4.582012499999999,246575.14092382631,68261.05500390619,1.2958601975750005E7,58475.22039257801,
205,476.30656814575195,6.162845833333333,2.670503929562505E7,284032.43610351643,879168.5443046928,319464.7362226576,
1328,1224.93310546875,35.123083333333334,0,6.860269319374977E7,1.4013802280624636E7,0,
3778,315.13394927978516,5.9962,0,252872.22838720787,3.766525948550011E7,0,
2145,195.94891357421875,1.0893708333333332,9269377.796203123,2.3826309698999994E7,2.6111963419187497E7,1.4014194741843762E7,
3982,257.09970474334716,5.1699166666666665,48379.703665039226,4674.367110351275,2.897900034774998E7,4868.383456542987,
3472,758.5958658854166,31.763722222222224,0,4865618.7653125,4784.8868408203125,2446806.4343750626,
1022,652.5011444091797,26.533458333333332,2083326.8835449212,2.728962652306219E8,7.169610582437597E7,15293.080278320896,
5413,312.1289367675781,2.3435,0,0,5267482.795874995,0,
1227,802.5885416666666,25.978944444444448,226216.152294921,5.780140323750026E7,1.565870747749977E7,0,
4289,207.06523132342022,6.482216666666667,9124.598306152224,501759.7268125021,1.2014369139531229E7,0,
2963,429.15403747558594,11.000341666666667,0,3507303.2816876397,6617392.534250068,0,
3473,316.06634521484375,4.602733333333333,0,2882896.9122812254,0,0,
1023,301.285587310791,14.347770833333334,19626.015270508156,2.3254096899268833E8,2.351772837856247E7,5450179.54737492,
207,658.511962890625,23.32758333333333,4.635583121312487E7,7.45652501118751E7,6.756600574624997E7,5928317.600703042,
208,299.9127540588379,41.30775,7.268934394749907E7,8.014340134374979E7,7.68790189612488E7,7.064798752250168E7,
3167,263.1026916503906,4.420066666666666,0,2813248.752875003,768573.2743750047,0,
2656,671.4888153161621,29.415208333333332,371738.76817383,8543819.525625039,15004.829746094398,1279328.7620703185,
513,460.2755889892578,6.805891666666668,7364160.99475002,190279.94464013743,5.3818453093562655E7,2494.9664062500947,
5414,158.0812282562256,2.0712958333333336,19790.332978271468,57359.61901464937,5539101.186843746,4902.769146972628,
3779,371.1102676409912,10.26895,0,5817.2431171878015,4.069413354981211E7,0,
4290,366.3735046386719,29.634000000000004,18124.663046876434,232073.3962499966,1.347283319687479E7,0,
2146,1312.9837646484375,34.8715,0,1.3300180990000008E7,2618727.819453185,0,
3983,638.2227783203125,11.812883333333334,0,0,2.345285193062507E7,0,
514,566.8887786865234,41.102291666666666,7859449.581250069,8899541.498125346,1.0098640703750325E7,2292629.073593803,
2964,454.37574768066406,20.32208333333333,0,4499100.5368749285,60658.20976074562,0,
209,584.4737930297852,24.750666666666667,5.017290703750031E7,7.783328567125015E7,7.510358314625047E7,6043737.69306647,
210,371.3271255493164,16.922666666666665,2.0974428118750345E7,3.921397557625031E7,1.909180500687476E7,5.506419709437473E7,
1431,332.3159599304199,15.6243625,1102512.1078662085,2.6749460605187807E7,9199609.030562574,5810899.985812487,
1228,258.20651245147707,14.1729625,158472.1410922858,5.250449895187511E7,97340.02604467713,7936049.498000085,
1024,383.2587432861328,22.4005,0,2.6661929137187347E8,117109.57694335448,0,
3168,1110.8661499023438,35.80758333333333,0,5429822.875625246,455560.41945310426,0,
1432,248.11338806152344,1.1431333333333333,0,2.0377456783750013E7,0,0,
3476,595.4218139648438,34.136833333333335,0,3300621.9981249673,0,0,
2657,286.1398671468099,3.001772222222222,0,6114106.352562483,38966.600271484414,62687.202139649184,
1329,377.3270301838875,23.029708333333335,106797.82140625438,8.991319543062483E7,1660338.676835955,1146537.163183591,
4291,405.08016204833984,8.321358333333333,0,4534.436346680164,1.1580446169687476E7,0,
5416,812.611083984375,26.180666666666664,0,0,5295971.225000058,0,
1229,174.05507278442383,1.7267875,43081.63831909169,5.078453588087501E7,4.807771727168751E7,3558270.687562505,
2147,215.10286967005413,1.7092277777777778,0,1.0275200988312498E7,46863.22609521482,195873.23045898345,
3780,353.3036346435547,27.66061111111111,218656.08660156597,1668473.3630664248,5.9799163587499835E7,0,
3169,443.3164978027344,30.154,0,4562451.123125088,0,0,
3984,195.06532287597656,4.875483333333333,884517.8927890671,839033.537554687,2.0339700321000084E7,816167.407562495,
1025,184.06409962972006,0.79385,0,1.6624670973649982E8,1702493.8971709053,9.989927189862488E7,
1230,280.19073486328125,8.662183333333333,0,4.250253074406273E7,0,0,
515,406.2026596069336,13.866904166666666,6134760.406750114,89285.84308007814,50057.223265626264,199007.24597265094,
2965,459.3482208251953,27.049166666666668,34918.82816406286,4736530.491874933,127603.85689452499,0,
3781,317.12123107910156,4.499716666666666,26202.24666015578,0,3.603196707237503E7,0,
5926,490.17095947265625,11.1164,0,0,2541911.798874991,0,
5417,498.1396179199219,7.9209000000000005,0,0,3769048.998187531,0,
4292,508.16065979003906,11.1972,0,0,4.7796003641062476E7,0,
212,438.3799743652344,23.299124999999997,2.8585715064374648E7,5.91480847056248E7,5.837919867687487E7,2289793.443124987,
213,496.42127227783203,24.84125,4.918320523000034E7,5.840431945500022E7,4.917531196999986E7,1.6397601689375052E7,
3477,408.309814453125,18.058458333333334,5683.549990234825,3138125.914687449,131103.1016406288,67053.01500976096,
2148,482.40567779541016,34.24491666666667,9298911.391875235,1.5342102493125334E7,8936901.581874875,1139398.6946875374,
1433,353.23005294799805,13.926520833333333,294384.6330624947,2.4881781007750012E7,796955.9560781202,15400.603457520177,
2658,718.5420532265217,33.363166666666665,13300.10681640738,2.107148517187531E7,181779.23558105686,0,
3985,601.4683380126953,29.530833333333334,233914.74578122786,0,2.6518644864999875E7,0,
1330,147.07466888427734,0.7703749999999999,84389.4174008789,4.743897713825E7,4611047.427625002,7175709.459168705,
1026,220.105832417806,0.7209166666666667,0,1.0845971110424982E8,105834.48165234338,2085074.95459375,
4293,403.1489791870117,8.709299999999999,0,0,1.0528691445874864E7,22021.875937500834,
3478,514.3792724609375,21.299166666666668,0,2700643.051249876,0,0,
1434,333.24241638183594,31.043083333333335,0,4.3792807670000106E7,23043.257480468008,0,
1231,263.0960922241211,2.4316750000000003,0,4.3274702851875044E7,0,238821.68476171966,
3782,526.4333267211914,23.395125,1.2385125356031272E8,2.0038531717874983E8,5.775739335624959E7,2.873458989312516E7,
1027,736.6139119466146,31.367777777777775,0,4.994313754931236E8,4503425.931015618,5.374180323500025E7,
2659,424.305419921875,18.666,0,5296567.258125013,0,0,
5419,779.566650390625,32.622166666666665,0,0,5330043.911875213,0,
3171,828.6955159505209,37.01983333333333,293218.27382810914,4427380.51249985,935615.9951562562,0,
