	feature_id	component_id	structure_taxonomy_npclassifier_01pathway_consensus	freq_structure_taxonomy_npclassifier_01pathway	structure_taxonomy_npclassifier_02superclass_consensus	freq_structure_taxonomy_npclassifier_02superclass	structure_taxonomy_npclassifier_03class_consensus	freq_structure_taxonomy_npclassifier_03class	rank_spec	msms_score	libname	structure_wikidata	structure_inchikey	structure_inchi	structure_smiles	structure_molecular_formula	adduct	structure_exact_mass	structure_nameTraditional	short_inchikey	structure_taxonomy_npclassifier_01pathway	structure_taxonomy_npclassifier_02superclass	structure_taxonomy_npclassifier_03class	organism_wikidata	organism_name	organism_taxonomy_ottid	organism_taxonomy_01domain	organism_taxonomy_02kingdom	organism_taxonomy_03phylum	organism_taxonomy_04class	organism_taxonomy_05order	organism_taxonomy_06family	organism_taxonomy_07tribe	organism_taxonomy_08genus	organism_taxonomy_09species	organism_taxonomy_10varietas	matched_domain	matched_kingdom	matched_phylum	matched_class	matched_order	matched_family	matched_tribe	matched_genus	matched_species	score_taxo	score_max_consistency	final_score	rank_final
0	6532	44	Alkaloids	0.5	Cyclic polyketides	0.5	Decalins with 2-pyrones	0.5	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q77512995	YJHFAFJKTXEFDR-XREXNNHRSA-N	InChI=1S/C18H24O4/c1-11-7-8-12-5-3-4-6-13(12)17(11)16-9-15(21-2)14(10-19)18(20)22-16/h7-9,11-13,17,19H,3-6,10H2,1-2H3/t11-,12+,13+,17+/m1/s1	COc1cc([C@@H]2[C@H]3CCCC[C@H]3C=C[C@H]2C)oc(=O)c1CO	C18H24O4	pos_2_2proton2acetonitrile	304.167459248	Solanopyrone B	YJHFAFJKTXEFDR	Polyketides	Cyclic polyketides	Decalins with 2-pyrones	http://www.wikidata.org/entity/Q2715597	Alternaria solani	49587.0	['Eukaryota']	['Fungi']	['Ascomycota']	['Dothideomycetes']	['Pleosporales']	['Pleosporaceae']	['Unknown']	['Alternaria']	['Alternaria solani']		['Eukaryota']	['Fungi']	['Ascomycota']	['Dothideomycetes']	['Pleosporales']	['Pleosporaceae']				6	3	7.5	1
2	6515	85	Fatty acids	0.4339622641509434	Fatty amides	0.33962264150943394	Sativane sesquiterpenoids	0.16981132075471697	3.0	0.0	MS1_match	http://www.wikidata.org/entity/Q104987545	DROLRDZYPMOKLM-VIQHNZTISA-N	InChI=1S/C17H29NO/c1-11(2)13-5-6-17(4)12(3)14-9-18(7-8-19)10-15(17)16(13)14/h11,13-16,19H,3,5-10H2,1-2,4H3/t13-,14-,15-,16+,17-/m0/s1	C=C1[C@@H]2CN(CCO)C[C@H]3[C@@H]2[C@H](C(C)C)CC[C@@]13C	C17H29NO	pos_1_1proton1isopropanol	263.224914548	2-[(1R,3R,7S,8R,9S)-1-methyl-2-methylidene-9-propan-2-yl-5-azatricyclo[5.4.0.03,8]undecan-5-yl]ethanol	DROLRDZYPMOKLM	Terpenoids	Sesquiterpenoids	Sativane sesquiterpenoids	http://www.wikidata.org/entity/Q84708532	Bipolaris sorokiniana	204741.0	['Eukaryota']	['Fungi']	['Ascomycota']	['Dothideomycetes']	['Pleosporales']	['Pleosporaceae']	['Unknown']	['Bipolaris']	['Bipolaris sorokiniana']		['Eukaryota']	['Fungi']	['Ascomycota']	['Dothideomycetes']	['Pleosporales']	['Pleosporaceae']				6	3	7.5	1
6	6514	85	Fatty acids	0.4339622641509434	Fatty amides	0.33962264150943394	Sativane sesquiterpenoids	0.16981132075471697	1.0	0.610415	ISDB	http://www.wikidata.org/entity/Q27144216	YNNQTVPKSXTDCK-SABUVIKOSA-N	InChI=1S/C18H31NO/c1-3-4-5-6-7-8-9-10-11-12-13-14-15-16-18(20)17(2)19/h4-5,7-8,10-11,13-14,17-18,20H,3,6,9,12,15-16,19H2,1-2H3/b5-4-,8-7-,11-10-,14-13-/t17-,18+/m0/s1	CC/C=C\C/C=C\C/C=C\C/C=C\CC[C@@H](O)[C@H](C)N	C18H31NO		277.240564612	Obscuraminol A	YNNQTVPKSXTDCK	Fatty acids	Sphingolipids	Sphingoid bases	http://www.wikidata.org/entity/Q4915771	Pseudodistoma obscurum	3644423.0	['Eukaryota']	['Metazoa']	['Chordata']	['Ascidiacea']	['Enterogona']	['Pseudodistomidae']	['Unknown']	['Pseudodistoma']	['Pseudodistoma obscurum']		['Eukaryota']									1	1	3.941659927368164	1
7	6510	688	Fatty acids	0.5	Glycerophospholipids	0.5	Glycerophosphoethanolamines	0.5	1.0	0.24908057	ISDB	http://www.wikidata.org/entity/Q27105088	XVYPOHCSLJZFED-QZEVRULJSA-N	InChI=1S/C41H80NO7P/c1-3-5-7-9-11-13-15-17-19-21-23-25-27-29-31-33-36-46-38-40(39-48-50(44,45)47-37-35-42)49-41(43)34-32-30-28-26-24-22-20-18-16-14-12-10-8-6-4-2/h18,20,33,36,40H,3-17,19,21-32,34-35,37-39,42H2,1-2H3,(H,44,45)/b20-18-,36-33-/t40-/m1/s1	CCCCCCCC/C=C\CCCCCCCC(=O)O[C@H](CO/C=C\CCCCCCCCCCCCCCCC)COP(=O)(O)OCCN	C41H80NO7P		729.56724053	2-azaniumylethyl (2R)-2-[(9Z)-octadec-9-enoyloxy]-3-[(1Z)-octadec-1-en-1-yloxy]propyl phosphate	XVYPOHCSLJZFED	Fatty acids	Glycerophospholipids	Glycerophosphoethanolamines	http://www.wikidata.org/entity/Q33244	Trypanosoma brucei	494245.0	['Eukaryota']	['Unknown']	['Unknown']	['Unknown']	['Kinetoplastea']	['Unknown']	['Unknown']	['Trypanosoma']	['Trypanosoma brucei']											0	3	2.496322274208069	1
8	6507	72	Amino acids and Peptides	0.17647058823529413	Small peptides	0.11764705882352941	Dipeptides	0.11764705882352941	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q82955676	XLUAWXQORJEMBD-UHFFFAOYSA-N	InChI=1S/C10H16N2O2/c1-6(2)8-10(14)12-5-3-4-7(12)9(13)11-8/h6-8H,3-5H2,1-2H3,(H,11,13)	CC(C)C1NC(=O)C2CCCN2C1=O	C10H16N2O2	pos_1_1proton1methanol	196.121177752	Pyrrolo(1,2-a)pyrazine-1,4-dione, hexahydro-3-(1-methylethyl)-	XLUAWXQORJEMBD	Amino acids and Peptides	Small peptides	Dipeptides	http://www.wikidata.org/entity/Q2704244	Alternaria alternata	464784.0	['Eukaryota']	['Fungi']	['Ascomycota']	['Dothideomycetes']	['Pleosporales']	['Pleosporaceae']	['Unknown']	['Alternaria']	['Alternaria alternata']		['Eukaryota']	['Fungi']	['Ascomycota']	['Dothideomycetes']	['Pleosporales']	['Pleosporaceae']				6	3	7.5	1
9	6497	383	Terpenoids	1.0	Sesquiterpenoids	0.9333333333333333	Germacrane sesquiterpenoids	0.4	1.0	0.83852273	ISDB	http://www.wikidata.org/entity/Q82921503	OIIJXQMSEYQDDI-UHFFFAOYSA-N	InChI=1S/C13H18/c1-9-7-8-11(3)13-10(2)5-4-6-12(9)13/h7-8,10H,4-6H2,1-3H3	Cc1ccc(C)c2c1CCCC2C	C13H18		174.140850576	1,5,8-Trimethyl-1,2,3,4-tetrahydronaphthalene	OIIJXQMSEYQDDI	Terpenoids	Sesquiterpenoids	Cadinane sesquiterpenoids	http://www.wikidata.org/entity/Q181095	Nicotiana tabacum	222787.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Solanales']	['Solanaceae']	['Nicotianeae']	['Nicotiana']	['Nicotiana tabacum']		['Eukaryota']									1	2	5.354090929031372	1
14	6492	-1							2.0	0.59426355	ISDB	http://www.wikidata.org/entity/Q27144970	BQBCIBCLXBKYHW-CSMHCCOUSA-N	InChI=1S/C10H20N2O4/c1-5(2)4-7(10(15)16)12-9(14)8(11)6(3)13/h5-8,13H,4,11H2,1-3H3,(H,12,14)(H,15,16)/t6-,7+,8+/m1/s1	CC(C)C[C@H](NC(=O)[C@@H](N)[C@@H](C)O)C(=O)O	C10H20N2O4		232.14230712	Thr-Leu	BQBCIBCLXBKYHW	Amino acids and Peptides	Small peptides	Dipeptides	http://www.wikidata.org/entity/Q7912606	Valsa sordida	382306.0	['Eukaryota']	['Fungi']	['Ascomycota']	['Sordariomycetes']	['Diaporthales']	['Valsaceae']	['Unknown']	['Valsa']	['Valsa sordida']		['Eukaryota']	['Fungi']	['Ascomycota']							3	0	5.377054214477539	1
15	6482	-1							1.0	0.20419784	ISDB									VXQNWXPRFRSJPN							['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']											0	0	0.8167913556098938	1
16	6479	-1							1.0	0.41254228	ISDB	http://www.wikidata.org/entity/Q105170057	MQJPOSCYXGJLPQ-IUOWXXPRSA-N	InChI=1S/C18H28O3/c1-5-16(19)20-13-14(2)7-6-10-18(4)15-8-11-17(3,21-18)12-9-15/h7-8,11,15H,5-6,9-10,12-13H2,1-4H3/b14-7+/t15-,17+,18-/m0/s1	CCC(=O)OC/C(C)=C/CC[C@]1(C)O[C@]2(C)C=C[C@H]1CC2	C18H28O3		292.203844756	[(E)-5-[(1S,3S,4R)-1,3-dimethyl-2-oxabicyclo[2.2.2]oct-5-en-3-yl]-2-methylpent-2-enyl] propanoate	MQJPOSCYXGJLPQ	Terpenoids	Sesquiterpenoids	Bisabolane sesquiterpenoids	http://www.wikidata.org/entity/Q28934733	Artemisia sieberi	324847.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Asterales']	['Asteraceae']	['Anthemideae']	['Artemisia']	['Artemisia sieberi']											0	0	1.6501691341400146	1
17	6474	-1							1.0	0.6889836	ISDB	http://www.wikidata.org/entity/Q104909087	ACHDMUPTZYZIGR-CUHSZNQNSA-N	InChI=1S/C18H28O3/c1-2-3-4-5-6-8-11-14-17(19)15-12-9-7-10-13-16-18(20)21/h3-4,6,8,11,14H,2,5,7,9-10,12-13,15-16H2,1H3,(H,20,21)/b4-3-,8-6-,14-11+	CC/C=C\C/C=C\C=C\C(=O)CCCCCCCC(=O)O	C18H28O3		292.203844756	9-OxoOTrE	ACHDMUPTZYZIGR	Fatty acids	Octadecanoids	Other Octadecanoids	http://www.wikidata.org/entity/Q212547	Isatis tinctoria	631500.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Brassicales']	['Brassicaceae']	['Isatideae']	['Isatis']	['Isatis tinctoria']											0	0	2.755934476852417	1
19	6466	72	Amino acids and Peptides	0.17647058823529413	Small peptides	0.11764705882352941	Dipeptides	0.11764705882352941	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q82955676	XLUAWXQORJEMBD-UHFFFAOYSA-N	InChI=1S/C10H16N2O2/c1-6(2)8-10(14)12-5-3-4-7(12)9(13)11-8/h6-8H,3-5H2,1-2H3,(H,11,13)	CC(C)C1NC(=O)C2CCCN2C1=O	C10H16N2O2	pos_1_1proton1methanol	196.121177752	Pyrrolo(1,2-a)pyrazine-1,4-dione, hexahydro-3-(1-methylethyl)-	XLUAWXQORJEMBD	Amino acids and Peptides	Small peptides	Dipeptides	http://www.wikidata.org/entity/Q2704244	Alternaria alternata	464784.0	['Eukaryota']	['Fungi']	['Ascomycota']	['Dothideomycetes']	['Pleosporales']	['Pleosporaceae']	['Unknown']	['Alternaria']	['Alternaria alternata']		['Eukaryota']	['Fungi']	['Ascomycota']	['Dothideomycetes']	['Pleosporales']	['Pleosporaceae']				6	3	7.5	1
20	6464	85	Fatty acids	0.4339622641509434	Fatty amides	0.33962264150943394	Sativane sesquiterpenoids	0.16981132075471697	3.0	0.49316272	ISDB	http://www.wikidata.org/entity/Q105152180	LIHSIBRSQHUYSE-UHFFFAOYSA-N	InChI=1S/C22H39NO/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-21-18-19-22(20-24)23-21/h18-20,23H,2-17H2,1H3	CCCCCCCCCCCCCCCCCc1ccc(C=O)[nH]1	C22H39NO		333.303164868	5-heptadecyl-1H-pyrrole-2-carbaldehyde	LIHSIBRSQHUYSE	Alkaloids			http://www.wikidata.org/entity/Q2916093	Mycale cecilia	2837646.0	['Eukaryota']	['Metazoa']	['Porifera']	['Demospongiae']	['Poecilosclerida']	['Mycalidae']	['Unknown']	['Mycale']	['Mycale cecilia']		['Eukaryota']									1	0	2.97265088558197	1
21	6444	-1							2.0	0.20753188	ISDB	http://www.wikidata.org/entity/Q105344451	XYEMYLXQAZGGOC-HCDHHJIDSA-N	InChI=1S/C29H48/c1-23(2)12-8-13-24(3)14-9-15-25(4)16-10-17-26-18-11-19-29(7)21-20-28(5,6)22-27(26)29/h12,14,16,18,27H,8-11,13,15,17,19-22H2,1-7H3/b24-14+,25-16+/t27-,29-/m0/s1	CC(C)=CCC/C(C)=C/CC/C(C)=C/CCC1=CCC[C@@]2(C)CCC(C)(C)C[C@@H]12	C29H48		396.375601536	Preoleanatetraene	XYEMYLXQAZGGOC	Terpenoids	Triterpenoids	Polypodane triterpenoids	http://www.wikidata.org/entity/Q17196964	Goniophlebium formosanum	177631.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Polypodiopsida']	['Polypodiales']	['Polypodiaceae']	['Unknown']	['Goniophlebium']	['Goniophlebium formosanum']		['Eukaryota']									1	0	1.8301275372505188	1
22	6441	-1							1.0	0.4412349	ISDB									IRHFOTANGJAUKT							['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']											0	0	1.764939546585083	1
28	6430	-1							1.0	0.2769503	ISDB	http://www.wikidata.org/entity/Q105170238	MQRWVGJHYQMLSE-RKDXNWHRSA-N	InChI=1S/C9H15NO2/c1-12-6-7-2-4-10-5-3-8(11)9(7)10/h2,8-9,11H,3-6H2,1H3/t8-,9-/m1/s1	COCC1=CCN2CC[C@@H](O)[C@@H]12	C9H15NO2		169.11027872	1h-Pyrrolizin-1-ol, 2,3,5,7a-tetrahydro-7-(methoxymethyl)-, (1R-trans)-	MQRWVGJHYQMLSE	Alkaloids	Ornithine alkaloids	Pyrrolizidine alkaloids	http://www.wikidata.org/entity/Q15446280	Crotalaria aridicola	1088033.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Fabales']	['Fabaceae']	['Crotalarieae']	['Crotalaria']	['Crotalaria aridicola']		['Eukaryota']									1	0	2.1078011989593506	1
30	6424	511	Terpenoids	1.0	Diterpenoids	0.6666666666666666	Fusicoccane diterpenoids	0.6666666666666666	2.0	0.0	MS1_match	http://www.wikidata.org/entity/Q105034607	HWCZSAJXKSHKFY-PGVONUBFSA-N	InChI=1S/C22H36O4/c1-13(2)16-9-20(24)21(4)11-18-15(14(3)19(23)10-17(16)21)7-8-22(18,26-6)12-25-5/h11,13-15,19-20,23-24H,7-10,12H2,1-6H3/t14-,15+,19+,20+,21-,22+/m1/s1	COC[C@@]1(OC)CC[C@@H]2C1=C[C@]1(C)C(=C(C(C)C)C[C@@H]1O)C[C@H](O)[C@@H]2C	C22H36O4	pos_1_1proton1ammonium	364.261359632	Brassicicene W	HWCZSAJXKSHKFY	Terpenoids	Diterpenoids	Fusicoccane diterpenoids	http://www.wikidata.org/entity/Q5234097	Alternaria brassicicola	380927.0	['Eukaryota']	['Fungi']	['Ascomycota']	['Dothideomycetes']	['Pleosporales']	['Pleosporaceae']	['Unknown']	['Alternaria']	['Alternaria brassicicola']		['Eukaryota']	['Fungi']	['Ascomycota']	['Dothideomycetes']	['Pleosporales']	['Pleosporaceae']				6	3	7.5	1
31	6421	-1							7.0	0.41439775	ISDB	http://www.wikidata.org/entity/Q27135687	HNZUNIKWNYHEJJ-FMIVXFBMSA-N	InChI=1S/C13H22O/c1-11(2)7-5-8-12(3)9-6-10-13(4)14/h7,9H,5-6,8,10H2,1-4H3/b12-9+	CC(=O)CC/C=C(\C)CCC=C(C)C	C13H22O		194.167065324	Geranylacetone	HNZUNIKWNYHEJJ	Terpenoids	Apocarotenoids	Apocarotenoids (Ψ-)	http://www.wikidata.org/entity/Q271098	Ganoderma lucidum	60045.0	['Eukaryota']	['Fungi']	['Basidiomycota']	['Agaricomycetes']	['Polyporales']	['Ganodermataceae']	['Unknown']	['Ganoderma']	['Ganoderma lucidum']		['Eukaryota']	['Fungi']								2	0	3.6575909852981567	1
32	6414	695	Terpenoids	1.0	Steroids	0.5	Ergostane steroids	0.5	89.0	0.0	MS1_match	http://www.wikidata.org/entity/Q110169217	STMCXNFHLVEBGC-RMRKRWHISA-N	InChI=1S/C17H26O4/c1-9(2)12-6-7-17(5)10(3)14(16(19)20)15(12)13(17)8-21-11(4)18/h9,12-13,15H,6-8H2,1-5H3,(H,19,20)/t12-,13+,15+,17+/m1/s1	CC(=O)OC[C@H]1[C@H]2C(C(=O)O)=C(C)[C@]1(C)CC[C@@H]2C(C)C	C17H26O4	pos_1_1proton	294.183109312	Cochliobolin B	STMCXNFHLVEBGC	Terpenoids	Sesquiterpenoids	Sativane sesquiterpenoids	http://www.wikidata.org/entity/Q84708532	Bipolaris sorokiniana	204741.0	['Eukaryota']	['Fungi']	['Ascomycota']	['Dothideomycetes']	['Pleosporales']	['Pleosporaceae']	['Unknown']	['Bipolaris']	['Bipolaris sorokiniana']		['Eukaryota']	['Fungi']	['Ascomycota']	['Dothideomycetes']	['Pleosporales']	['Pleosporaceae']				6	1	6.5	1
33	6411	46	Alkaloids	0.2631578947368421	Small peptides	0.12280701754385964	Dipeptides	0.10526315789473684	2.0	0.25677946	ISDB	http://www.wikidata.org/entity/Q105134883	JTNVDCPNHKLOKW-CMPLNLGQSA-N	InChI=1S/C15H21NO/c1-4-15(17)12-7-5-10(2)13-8-6-11(3)16-14(13)9-12/h6,8,10,12H,4-5,7,9H2,1-3H3/t10-,12+/m0/s1	CCC(=O)[C@@H]1CC[C@H](C)c2ccc(C)nc2C1	C15H21NO		231.162314292	(5S,8R)-2,5-Dimethyl-8-propanoyl-6,7,8,9-tetrahydro-5H-cyclohepta[b]pyridine	JTNVDCPNHKLOKW	Alkaloids	Nicotinic acid alkaloids	Pyridine alkaloids	http://www.wikidata.org/entity/Q580679	Artemisia rupestris	202544.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Asterales']	['Asteraceae']	['Anthemideae']	['Artemisia']	['Artemisia rupestris']		['Eukaryota']									1	1	2.5271178483963013	1
34	6403	12	Terpenoids	0.08235294117647059	Triterpenoids	0.03529411764705882	Fusicoccane diterpenoids	0.03529411764705882	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q27138657	XJLZCPIILZRCPS-ANMPWZFDSA-N	InChI=1S/C31H52O/c1-20(2)21(3)10-11-22(4)23-14-18-31(9)25-12-13-26-28(5,6)27(32)16-17-29(26,7)24(25)15-19-30(23,31)8/h20,22-23,26-27,32H,3,10-19H2,1-2,4-9H3/t22-,23-,26+,27+,29-,30-,31+/m1/s1	C=C(CC[C@@H](C)[C@H]1CC[C@@]2(C)C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)C(C)(C)[C@@H]1CC3)C(C)C	C31H52O	pos_2MMg	440.4018162839999	Eburicol	XJLZCPIILZRCPS	Terpenoids	Triterpenoids	Lanostane, Tirucallane and Euphane triterpenoids	http://www.wikidata.org/entity/Q10406882	Alternaria gaisen	171302.0	['Eukaryota']	['Fungi']	['Ascomycota']	['Dothideomycetes']	['Pleosporales']	['Pleosporaceae']	['Unknown']	['Alternaria']	['Alternaria gaisen']		['Eukaryota']	['Fungi']	['Ascomycota']	['Dothideomycetes']	['Pleosporales']	['Pleosporaceae']				6	2	7.0	1
38	6400	131	Shikimates and Phenylpropanoids	0.5	Cyclic polyketides	0.5	Phthalide derivatives	0.5	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q105275113	ULGWVUDHZXZJSA-VIFPVBQESA-N	InChI=1S/C10H10O4/c1-2-9-5-3-7(11)8(12)4-6(5)10(13)14-9/h3-4,9,11-12H,2H2,1H3/t9-/m0/s1	CC[C@@H]1OC(=O)c2cc(O)c(O)cc21	C10H10O4	pos_1_1proton	194.0579088	(S)-3-ethyl-5,6-dihydroxyphthalide	ULGWVUDHZXZJSA	Polyketides	Cyclic polyketides	Phthalide derivatives	http://www.wikidata.org/entity/Q54366202	Curvularia lunata	838976.0	['Eukaryota']	['Fungi']	['Ascomycota']	['Dothideomycetes']	['Pleosporales']	['Pleosporaceae']	['Unknown']	['Curvularia']	['Curvularia lunata']		['Eukaryota']	['Fungi']	['Ascomycota']	['Dothideomycetes']	['Pleosporales']	['Pleosporaceae']				6	3	7.5	1
39	6400	131	Shikimates and Phenylpropanoids	0.5	Cyclic polyketides	0.5	Phthalide derivatives	0.5	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q104985125	DMJVRDSZDKSVDH-ZETCQYMHSA-N	InChI=1S/C10H10O4/c1-2-7-5-3-4-6(11)9(12)8(5)10(13)14-7/h3-4,7,11-12H,2H2,1H3/t7-/m0/s1	CC[C@@H]1OC(=O)c2c1ccc(O)c2O	C10H10O4	pos_1_1proton	194.0579088	(S)-3-ethyl-6,7-dihydroxyphthalide	DMJVRDSZDKSVDH	Polyketides	Cyclic polyketides	Phthalide derivatives	http://www.wikidata.org/entity/Q54366202	Curvularia lunata	838976.0	['Eukaryota']	['Fungi']	['Ascomycota']	['Dothideomycetes']	['Pleosporales']	['Pleosporaceae']	['Unknown']	['Curvularia']	['Curvularia lunata']		['Eukaryota']	['Fungi']	['Ascomycota']	['Dothideomycetes']	['Pleosporales']	['Pleosporaceae']				6	3	7.5	1
40	6400	131	Shikimates and Phenylpropanoids	0.5	Cyclic polyketides	0.5	Phthalide derivatives	0.5	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q105251005	SEBRJTCSPHILIQ-UHFFFAOYSA-N	InChI=1S/C10H10O4/c1-5-7(11)3-6-4-14-10(12)8(6)9(5)13-2/h3,11H,4H2,1-2H3	COc1c(C)c(O)cc2c1C(=O)OC2	C10H10O4	pos_1_1proton	194.0579088	5-Hydroxy-7-methoxy-6-methyl-3H-2-benzofuran-1-one	SEBRJTCSPHILIQ	Polyketides	Cyclic polyketides	Phthalide derivatives	http://www.wikidata.org/entity/Q10406928	Alternaria porri	348584.0	['Eukaryota']	['Fungi']	['Ascomycota']	['Dothideomycetes']	['Pleosporales']	['Pleosporaceae']	['Unknown']	['Alternaria']	['Alternaria porri']		['Eukaryota']	['Fungi']	['Ascomycota']	['Dothideomycetes']	['Pleosporales']	['Pleosporaceae']				6	3	7.5	1
41	6400	131	Shikimates and Phenylpropanoids	0.5	Cyclic polyketides	0.5	Phthalide derivatives	0.5	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q77624523	UNBPACVPFRFNDG-UHFFFAOYSA-N	InChI=1S/C10H10O4/c1-5-8(11)3-6-7(9(5)13-2)4-14-10(6)12/h3,11H,4H2,1-2H3	COc1c(C)c(O)cc2c1COC2=O	C10H10O4	pos_1_1proton	194.0579088	6-Hydroxy-4-methoxy-5-methyl-3H-2-benzofuran-1-one	UNBPACVPFRFNDG	Polyketides	Cyclic polyketides	Phthalide derivatives	http://www.wikidata.org/entity/Q10406928	Alternaria porri	348584.0	['Eukaryota']	['Fungi']	['Ascomycota']	['Dothideomycetes']	['Pleosporales']	['Pleosporaceae']	['Unknown']	['Alternaria']	['Alternaria porri']		['Eukaryota']	['Fungi']	['Ascomycota']	['Dothideomycetes']	['Pleosporales']	['Pleosporaceae']				6	3	7.5	1
42	6395	466	Terpenoids	1.0	Sesquiterpenoids	0.5	Sativane sesquiterpenoids	0.5	15.0	0.0	MS1_match	http://www.wikidata.org/entity/Q105288541	VLOSVUYTOCZPTP-IMAOSDNASA-N	InChI=1S/C18H28O4/c1-10(2)13-6-7-18(5)11(3)14(8-19)16(13)15(18)9-22-17(21)12(4)20/h8,10,12-13,15-16,20H,6-7,9H2,1-5H3/t12?,13-,15?,16-,18+/m1/s1	CC1=C(C=O)[C@@H]2C(COC(=O)C(C)O)[C@@]1(C)CC[C@@H]2C(C)C	C18H28O4	pos_2_2proton2acetonitrile	308.198759376	Bipolenin H	VLOSVUYTOCZPTP	Terpenoids	Sesquiterpenoids	Sativane sesquiterpenoids	http://www.wikidata.org/entity/Q104096268	Bipolaris eleusines	5318888.0	['Eukaryota']	['Fungi']	['Ascomycota']	['Dothideomycetes']	['Pleosporales']	['Pleosporaceae']	['Unknown']	['Bipolaris']	['Bipolaris eleusines']		['Eukaryota']	['Fungi']	['Ascomycota']	['Dothideomycetes']	['Pleosporales']	['Pleosporaceae']				6	3	7.5	1
43	6395	466	Terpenoids	1.0	Sesquiterpenoids	0.5	Sativane sesquiterpenoids	0.5	15.0	0.0	MS1_match	http://www.wikidata.org/entity/Q105214626	PTGFDIFCKGMAJK-BCHHIPDFSA-N	InChI=1S/C18H28O4/c1-9(2)11-5-6-18(4)10(3)15(16(11)12(18)8-19)14-7-13(20)17(21)22-14/h9,11-16,19-20H,3,5-8H2,1-2,4H3/t11-,12+,13-,14+,15-,16+,18+/m1/s1	C=C1[C@H]([C@@H]2C[C@@H](O)C(=O)O2)[C@H]2[C@@H](C(C)C)CC[C@]1(C)[C@H]2CO	C18H28O4	pos_2_2proton2acetonitrile	308.198759376	Sorokinianin	PTGFDIFCKGMAJK	Terpenoids	Sesquiterpenoids	Sativane sesquiterpenoids	http://www.wikidata.org/entity/Q84708532	Bipolaris sorokiniana	204741.0	['Eukaryota']	['Fungi']	['Ascomycota']	['Dothideomycetes']	['Pleosporales']	['Pleosporaceae']	['Unknown']	['Bipolaris']	['Bipolaris sorokiniana']		['Eukaryota']	['Fungi']	['Ascomycota']	['Dothideomycetes']	['Pleosporales']	['Pleosporaceae']				6	3	7.5	1
44	6391	-1							1.0	0.54782796	ISDB									HGDZZPIZKXEFLU							['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']											0	0	2.191311836242676	1
48	6378	-1							1.0	0.779017	ISDB									ILGCWXMOGYJMJD							['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']											0	0	3.116067886352539	1
51	6371	549	Amino acids and Peptides	0.5	Small peptides	0.5	Dipeptides	0.5	1.0	0.701215	ISDB	http://www.wikidata.org/entity/Q27145071	PNVLWFYAPWAQMU-CIUDSAMLSA-N	InChI=1S/C11H22N2O3/c1-5-7(4)9(11(15)16)13-10(14)8(12)6(2)3/h6-9H,5,12H2,1-4H3,(H,13,14)(H,15,16)/t7-,8-,9-/m0/s1	CC[C@H](C)[C@H](NC(=O)[C@@H](N)C(C)C)C(=O)O	C11H22N2O3		230.163042564	Val-Ile	PNVLWFYAPWAQMU	Amino acids and Peptides	Small peptides	Dipeptides	http://www.wikidata.org/entity/Q4688339	Aeromonas veronii	704628.0	['Bacteria']	['Unknown']	['Proteobacteria']	['Gammaproteobacteria']	['Aeromonadales']	['Aeromonadaceae']	['Unknown']	['Aeromonas']	['Aeromonas veronii']											0	3	4.3048601150512695	1
