	feature_id	component_id	structure_taxonomy_npclassifier_01pathway_consensus	freq_structure_taxonomy_npclassifier_01pathway	structure_taxonomy_npclassifier_02superclass_consensus	freq_structure_taxonomy_npclassifier_02superclass	structure_taxonomy_npclassifier_03class_consensus	freq_structure_taxonomy_npclassifier_03class	rank_spec	msms_score	libname	structure_wikidata	structure_inchikey	structure_inchi	structure_smiles	structure_molecular_formula	adduct	structure_exact_mass	structure_nameTraditional	short_inchikey	structure_taxonomy_npclassifier_01pathway	structure_taxonomy_npclassifier_02superclass	structure_taxonomy_npclassifier_03class	organism_wikidata	organism_name	organism_taxonomy_ottid	organism_taxonomy_01domain	organism_taxonomy_02kingdom	organism_taxonomy_03phylum	organism_taxonomy_04class	organism_taxonomy_05order	organism_taxonomy_06family	organism_taxonomy_07tribe	organism_taxonomy_08genus	organism_taxonomy_09species	organism_taxonomy_10varietas	matched_domain	matched_kingdom	matched_phylum	matched_class	matched_order	matched_family	matched_tribe	matched_genus	matched_species	score_taxo	score_max_consistency	final_score	rank_final
4044	667	354	Polyketides	1.0	Cyclic polyketides	1.0	2-pyrone derivatives	0.75	8.0	0.2017552	ISDB	http://www.wikidata.org/entity/Q105197071	OQPFDUQISZRPAU-UHFFFAOYSA-N	InChI=1S/C9H12O3/c1-4-7-6(2)12-9(10)5-8(7)11-3/h5H,4H2,1-3H3	CCc1c(OC)cc(=O)oc1C	C9H12O3		168.078644244	Macommelin	OQPFDUQISZRPAU	Polyketides	Cyclic polyketides	2-pyrone derivatives	http://www.wikidata.org/entity/Q104095809	Macrophoma commelinae	566311.0	['Eukaryota']	['Fungi']	['Ascomycota']	['Dothideomycetes']	['Botryosphaeriales']	['Botryosphaeriaceae']	['Unknown']	['Sphaeropsis']	['Macrophoma commelinae']		['Eukaryota']	['Fungi']	['Ascomycota']	['Dothideomycetes']						4	3	6.307020783424377	1
4045	666	751	Terpenoids	0.5	Sesquiterpenoids	0.5	Eremophilane sesquiterpenoids	0.5	40.0	0.0	MS1_match	http://www.wikidata.org/entity/Q77369990	MMDLQPKGJNEWIM-PSOPSSQASA-N	InChI=1S/C15H20O2/c1-9(2)12-8-15(4)10(3)13(16)6-5-11(15)7-14(12)17/h7-8,10,13,16H,1,5-6H2,2-4H3/t10-,13+,15+/m0/s1	C=C(C)C1=C[C@@]2(C)C(=CC1=O)CC[C@@H](O)[C@@H]2C	C15H20O2	pos_1_1proton1isopropanol	232.14632988	(4aR,5R,6R)-6-hydroxy-3-isopropenyl-4a,5-dimethyl-5,6,7,8-tetrahydronaphthalen-2-one	MMDLQPKGJNEWIM	Terpenoids	Sesquiterpenoids	Eremophilane sesquiterpenoids	http://www.wikidata.org/entity/Q5306827	Drechslera gigantea	3734408.0	['Eukaryota']	['Fungi']	['Ascomycota']	['Dothideomycetes']	['Pleosporales']	['Pleosporaceae']	['Unknown']	['Drechslera']	['Drechslera gigantea']		['Eukaryota']	['Fungi']	['Ascomycota']	['Dothideomycetes']	['Pleosporales']	['Pleosporaceae']				6	3	7.5	1
4046	663	315	Alkaloids	0.6	Lysine alkaloids	0.4	Piperidine alkaloids	0.4	1.0	0.4807091	ISDB	http://www.wikidata.org/entity/Q105340069	XQVGKCPBADDMQR-UHFFFAOYSA-N	InChI=1S/C14H29NO2/c1-4-5-6-7-8-9-10-11-14(17)12(2)15-13(3)16/h12,14,17H,4-11H2,1-3H3,(H,15,16)	CCCCCCCCCC(O)C(C)NC(C)=O	C14H29NO2		243.219829168	N-(3-hydroxydodecan-2-yl)acetamide	XQVGKCPBADDMQR	Alkaloids	Peptide alkaloids	Simple amide alkaloids	http://www.wikidata.org/entity/Q4925704	Clavelina phlegraea	850955.0	['Eukaryota']	['Metazoa']	['Chordata']	['Ascidiacea']	['Enterogona']	['Clavelinidae']	['Unknown']	['Clavelina']	['Clavelina oblonga']											0	1	2.422836422920227	1
4051	661	168	Alkaloids	0.15789473684210525	Ornithine alkaloids	0.10526315789473684	Guaiane sesquiterpenoids	0.05263157894736842	1.0	0.71919787	ISDB									NDGNYHJTNRNBRT							['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']											0	0	2.876791477203369	1
4052	655	182	Fatty acids	0.6363636363636364	Fatty amides	0.6363636363636364	N-acyl ethanolamines (endocannabinoids)	0.6363636363636364	2.0	0.26796946	ISDB	http://www.wikidata.org/entity/Q27144070	YDKRGMXLBRWZJR-KTKRTIGZSA-N	InChI=1S/C22H43NO2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-22(25)23-20-21-24/h9-10,24H,2-8,11-21H2,1H3,(H,23,25)/b10-9-	CCCCCCCC/C=C\CCCCCCCCCC(=O)NCCO	C22H43NO2		353.329379616	N-cis-11-eicosaenoylethanolamine	YDKRGMXLBRWZJR	Fatty acids	Fatty amides	N-acyl ethanolamines (endocannabinoids)	http://www.wikidata.org/entity/Q309852	Euglena gracilis	1073327.0	['Eukaryota']	['Unknown']	['Euglenida']	['Euglenophyceae']	['Unknown']	['Euglenaceae']	['Unknown']	['Euglena']	['Euglena gracilis']		['Eukaryota']									1	3	3.5718778371810913	1
4063	640	21	Terpenoids	0.5	Sesquiterpenoids	0.3	Aspidosperma type	0.1	1.0	0.4705872	ISDB	http://www.wikidata.org/entity/Q104991809	DZHUNUYNXHZANA-XPBNFJSVSA-N	InChI=1S/C22H36O11/c1-10(19(29)31-3)11-4-6-21(2)13(24)5-7-22(30,18(21)14(11)25)9-32-20-17(28)16(27)15(26)12(8-23)33-20/h11-18,20,23-28,30H,1,4-9H2,2-3H3/t11-,12+,13+,14-,15+,16-,17+,18+,20+,21-,22+/m0/s1	C=C(C(=O)OC)[C@@H]1CC[C@@]2(C)[C@H](O)CC[C@@](O)(CO[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H]2[C@H]1O	C22H36O11		476.225761972	methyl 2-[(1S,2S,4aR,5R,8S,8aS)-1,5,8-trihydroxy-4a-methyl-8-[[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxymethyl]-1,2,3,4,5,6,7,8a-octahydronaphthalen-2-yl]prop-2-enoate	DZHUNUYNXHZANA	Terpenoids	Sesquiterpenoids	Eudesmane sesquiterpenoids	http://www.wikidata.org/entity/Q10901708	Ixeris repens	16894.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Asterales']	['Asteraceae']	['Cichorieae']	['Ixeris']	['Ixeris repens']											0	2	2.8823487758636475	1
4064	638	47	Fatty acids	0.0684931506849315	Sphingolipids	0.0547945205479452	Ceramides	0.0547945205479452	1.0	0.22269207	ISDB	http://www.wikidata.org/entity/Q105008608	GHLJTECRSRHVNW-GLCMIZEOSA-N	InChI=1S/C42H83NO4/c1-3-5-7-9-11-13-15-17-18-19-20-21-22-23-24-25-27-29-31-33-35-39(45)37-41(46)40(38-44)43-42(47)36-34-32-30-28-26-16-14-12-10-8-6-4-2/h27,29,39-41,44-46H,3-26,28,30-38H2,1-2H3,(H,43,47)/b29-27+/t39-,40-,41-/m0/s1	CCCCCCCCCCCCCCCCC/C=C/CCC[C@H](O)C[C@H](O)[C@H](CO)NC(=O)CCCCCCCCCCCCCC	C42H83NO4		665.632210136	N-[(E,2S,3S,5S)-1,3,5-trihydroxyheptacos-9-en-2-yl]pentadecanamide	GHLJTECRSRHVNW	Fatty acids	Sphingolipids	Ceramides	http://www.wikidata.org/entity/Q21874197	Erigeron canadensis	1008406.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Asterales']	['Asteraceae']	['Astereae']	['Erigeron']	['Erigeron canadensis']		['Eukaryota']									1	3	3.39076828956604	1
4066	633	249	Fatty acids	0.46153846153846156	Glycerophospholipids	0.46153846153846156	Glycerophosphocholines	0.46153846153846156	1.0	0.86258507	ISDB									HEALIQQDEGDSLS							['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']											0	0	3.4503402709960938	1
4067	607	157	Terpenoids	0.24	Meroterpenoids	0.12	Prenyl quinone meroterpenoids	0.12	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q104962761	CKTFDSDDVYJNBS-QOPAALGGSA-N	InChI=1S/C22H32O4/c1-14(2)7-6-8-15(3)16-11-12-22(4,25)18(16)13-17-19(23)9-10-20(26-5)21(17)24/h7-8,11,18,20,24-25H,6,9-10,12-13H2,1-5H3/b15-8-/t18-,20+,22+/m1/s1	CO[C@H]1CCC(=O)C(C[C@@H]2C(/C(C)=C\CC=C(C)C)=CC[C@]2(C)O)=C1O	C22H32O4	pos_2MMg	360.230059504	(4S)-3-hydroxy-2-[[(1R,5S)-5-hydroxy-5-methyl-2-[(2Z)-6-methylhepta-2,5-dien-2-yl]cyclopent-2-en-1-yl]methyl]-4-methoxycyclohex-2-en-1-one	CKTFDSDDVYJNBS	Terpenoids	Meroterpenoids	Prenyl quinone meroterpenoids	http://www.wikidata.org/entity/Q2704244	Alternaria alternata	464784.0	['Eukaryota']	['Fungi']	['Ascomycota']	['Dothideomycetes']	['Pleosporales']	['Pleosporaceae']	['Unknown']	['Alternaria']	['Alternaria alternata']		['Eukaryota']	['Fungi']	['Ascomycota']	['Dothideomycetes']	['Pleosporales']	['Pleosporaceae']				6	3	7.5	1
4068	607	157	Terpenoids	0.24	Meroterpenoids	0.12	Prenyl quinone meroterpenoids	0.12	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q105235090	RETJUHNLXFFREX-JVMQZRINSA-N	InChI=1S/C22H32O4/c1-14(13-23)6-5-7-15(2)16-10-11-22(3)18(16)12-17-19(26-22)8-9-20(25-4)21(17)24/h6,10,15,18,20,23H,5,7-9,11-13H2,1-4H3/b14-6+/t15-,18-,20+,22+/m1/s1	CO[C@H]1CCC2=C(C[C@@H]3C([C@H](C)CC/C=C(\C)CO)=CC[C@]3(C)O2)C1=O	C22H32O4	pos_2MMg	360.230059504	(3aS,7S,9aR)-1-[(E,2R)-7-hydroxy-6-methylhept-5-en-2-yl]-7-methoxy-3a-methyl-3,5,6,7,9,9a-hexahydrocyclopenta[b]chromen-8-one	RETJUHNLXFFREX	Terpenoids	Meroterpenoids	Prenyl quinone meroterpenoids	http://www.wikidata.org/entity/Q2704244	Alternaria alternata	464784.0	['Eukaryota']	['Fungi']	['Ascomycota']	['Dothideomycetes']	['Pleosporales']	['Pleosporaceae']	['Unknown']	['Alternaria']	['Alternaria alternata']		['Eukaryota']	['Fungi']	['Ascomycota']	['Dothideomycetes']	['Pleosporales']	['Pleosporaceae']				6	3	7.5	1
4069	606	584	Polyketides	0.25	Meroterpenoids	0.25	Other polyketide meroterpenoids	0.25	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q75068001	NZJKQPGUCNBBAC-UYPVARLYSA-N	InChI=1S/C32H50O9/c1-10-16(2)24(34)18(4)23-19(15-17(3)33)25(35)22-26(36)27-30(7)13-11-20(29(5,6)37)40-21(30)12-14-31(27,8)41-28(22)32(23,38)39-9/h16,18,20-21,24,26-27,34,36-38H,10-15H2,1-9H3/t16-,18-,20+,21+,24+,26+,27+,30-,31+,32+/m0/s1	CC[C@H](C)[C@@H](O)[C@@H](C)C1=C(CC(C)=O)C(=O)C2=C(O[C@]3(C)CC[C@H]4O[C@@H](C(C)(C)O)CC[C@]4(C)[C@H]3[C@@H]2O)[C@]1(O)OC	C32H50O9	pos_1_1proton1acetonitrile	578.34548318	Cochlioquinol III	NZJKQPGUCNBBAC	Polyketides	Meroterpenoids	Other polyketide meroterpenoids	http://www.wikidata.org/entity/Q104095947	Bipolaris cynodontis	40721.0	['Eukaryota']	['Fungi']	['Ascomycota']	['Dothideomycetes']	['Pleosporales']	['Pleosporaceae']	['Unknown']	['Bipolaris']	['Bipolaris cynodontis']		['Eukaryota']	['Fungi']	['Ascomycota']	['Dothideomycetes']	['Pleosporales']	['Pleosporaceae']				6	3	7.5	1
4070	598	85	Fatty acids	0.4339622641509434	Fatty amides	0.33962264150943394	Sativane sesquiterpenoids	0.16981132075471697	1.0	0.3270198	ISDB	http://www.wikidata.org/entity/Q27144074	MWQCBVWCBTUPDQ-HZJYTTRNSA-N	InChI=1S/C22H41NO2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-22(25)23-20-21-24/h6-7,9-10,24H,2-5,8,11-21H2,1H3,(H,23,25)/b7-6-,10-9-	CCCCC/C=C\C/C=C\CCCCCCCCCC(=O)NCCO	C22H41NO2		351.313729552	N-cis-11,14-eicosadienoyl ethanolamine	MWQCBVWCBTUPDQ	Fatty acids	Fatty amides	N-acyl ethanolamines (endocannabinoids)	http://www.wikidata.org/entity/Q33244	Trypanosoma brucei	494245.0	['Eukaryota']	['Unknown']	['Unknown']	['Unknown']	['Kinetoplastea']	['Unknown']	['Unknown']	['Trypanosoma']	['Trypanosoma brucei']		['Eukaryota']									1	2	3.308079242706299	1
4071	597	17	Terpenoids	0.14893617021276595	Sesquiterpenoids	0.14893617021276595	Spirovetivane sesquiterpenoids	0.0851063829787234	77.0	0.0	MS1_match	http://www.wikidata.org/entity/Q82123117	FUIPJCVSKAWFTI-KLPZLMTLSA-N	InChI=1S/C15H22O/c1-8-5-6-10-9(2)12(16)7-11-14(13(8)10)15(11,3)4/h8,11,13-14H,5-7H2,1-4H3/t8-,11-,13-,14-/m1/s1	CC1=C2CC[C@@H](C)[C@H]2[C@H]2[C@@H](CC1=O)C2(C)C	C15H22O	pos_1_1proton1isopropanol	218.167065324	Squamulosone	FUIPJCVSKAWFTI	Terpenoids	Sesquiterpenoids	Aromadendrane sesquiterpenoids	http://www.wikidata.org/entity/Q54366202	Curvularia lunata	838976.0	['Eukaryota']	['Fungi']	['Ascomycota']	['Dothideomycetes']	['Pleosporales']	['Pleosporaceae']	['Unknown']	['Curvularia']	['Curvularia lunata']		['Eukaryota']	['Fungi']	['Ascomycota']	['Dothideomycetes']	['Pleosporales']	['Pleosporaceae']				6	2	7.0	1
4072	577	363	Polyketides	1.0	Cyclic polyketides	1.0	2-pyrone derivatives	1.0	18.0	0.46570194	ISDB	http://www.wikidata.org/entity/Q110171928	DQYFPISGFALKKO-ZETCQYMHSA-N	InChI=1S/C10H14O3/c1-7(11)3-4-9-5-6-10(12)13-8(9)2/h5-7,11H,3-4H2,1-2H3/t7-/m0/s1	Cc1oc(=O)ccc1CC[C@H](C)O	C10H14O3		182.094294308	Xylariolide F	DQYFPISGFALKKO	Polyketides	Cyclic polyketides	2-pyrone derivatives	http://www.wikidata.org/entity/Q10471888	Dictyosporium digitatum	536826.0	['Eukaryota']	['Fungi']	['Ascomycota']	['Dothideomycetes']	['Pleosporales']	['Unknown']	['Unknown']	['Dictyosporium']	['Dictyosporium digitatum']		['Eukaryota']	['Fungi']	['Ascomycota']	['Dothideomycetes']	['Pleosporales']					5	3	8.362807750701904	1
4073	574	-1							1.0	0.42111492	ISDB	http://www.wikidata.org/entity/Q105297554	VVAGBYYFFPUDPV-HDKXXVHGSA-N	InChI=1S/C38H60O13/c1-16-14-47-38(13-24(16)39)17(2)28-26(51-38)12-23-21-7-6-19-10-20(11-27(41)37(19,5)22(21)8-9-36(23,28)4)49-35-33(30(43)25(40)15-46-35)50-34-32(45)31(44)29(42)18(3)48-34/h6,16-18,20-35,39-45H,7-15H2,1-5H3/t16-,17+,18+,20-,21-,22+,23+,24+,25+,26+,27-,28+,29+,30+,31-,32-,33-,34+,35+,36+,37+,38-/m1/s1	C[C@@H]1CO[C@]2(C[C@@H]1O)O[C@H]1C[C@H]3[C@@H]4CC=C5C[C@@H](O[C@@H]6OC[C@H](O)[C@H](O)[C@H]6O[C@@H]6O[C@@H](C)[C@H](O)[C@@H](O)[C@H]6O)C[C@@H](O)[C@]5(C)[C@H]4CC[C@]3(C)[C@H]1[C@@H]2C	C38H60O13		724.40339198	(2S,3R,4R,5R,6S)-2-[(2S,3R,4S,5S)-2-[(1S,2S,4S,4'S,5'R,6R,7S,8R,9S,12S,13R,14R,16R)-4',14-dihydroxy-5',7,9,13-tetramethylspiro[5-oxapentacyclo[10.8.0.02,9.04,8.013,18]icos-18-ene-6,2'-oxane]-16-yl]oxy-4,5-dihydroxyoxan-3-yl]oxy-6-methyloxane-3,4,5-triol	VVAGBYYFFPUDPV	Terpenoids	Steroids	Spirostane steroids	http://www.wikidata.org/entity/Q23485	Allium cepa	781600.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Asparagales']	['Amaryllidaceae']	['Allieae']	['Allium']	['Allium cepa']											0	0	1.6844596862792969	1
4074	572	220	Fatty acids	0.8	Fatty acyls	0.5	Fatty alcohols	0.3	1.0	0.77660435	ISDB	http://www.wikidata.org/entity/Q115948230	LCDDKECOTQQPAO-UHFFFAOYSA-N	InChI=1S/C22H40O/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23/h3-4,6-7,9-10,23H,2,5,8,11-22H2,1H3	CCC=CCC=CCC=CCCCCCCCCCCCCO	C22H40O		320.30791589999995	13,16,19-Docosatrienol	LCDDKECOTQQPAO	Fatty acids	Fatty acyls	Fatty alcohols	http://www.wikidata.org/entity/Q23501	Solanum lycopersicum	378964.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Solanales']	['Solanaceae']	['Solaneae']	['Solanum']	['Solanum lycopersicum']		['Eukaryota']									1	3	5.606417417526245	1
4075	567	17	Terpenoids	0.14893617021276595	Sesquiterpenoids	0.14893617021276595	Spirovetivane sesquiterpenoids	0.0851063829787234	43.0	0.5897558	ISDB	http://www.wikidata.org/entity/Q105035131	HXSDZVQOGYNJMZ-VBFKICNWSA-N	InChI=1S/C18H32O2/c1-14(2)12-18(20)13-16(4)10-6-8-15(3)9-7-11-17(5)19/h9,13-14,17,19H,6-8,10-12H2,1-5H3/b15-9+,16-13-/t17-/m0/s1	C/C(=C/C(=O)CC(C)C)CCC/C(C)=C/CC[C@H](C)O	C18H32O2		280.240230264	(5Z,10E,14S)-14-hydroxy-2,6,10-trimethylpentadeca-5,10-dien-4-one	HXSDZVQOGYNJMZ	Terpenoids	Sesquiterpenoids	Farnesane sesquiterpenoids	http://www.wikidata.org/entity/Q29290787	Sargassum micracanthum	486689.0	['Eukaryota']	['Unknown']	['Unknown']	['Phaeophyceae']	['Fucales']	['Sargassaceae']	['Unknown']	['Sargassum']	['Sargassum micracanthum']											0	2	3.359023094177246	1
4076	555	488	Polyketides	0.5	Fatty Acids and Conjugates	0.5	Hydroxy fatty acids	0.5	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q105224062	QMMVXQIBLWLVGD-DKWSLFAKSA-N	InChI=1S/C10H16O4/c1-8(11)6-7-9(12)4-2-3-5-10(13)14/h2-5,8-9,11-12H,6-7H2,1H3,(H,13,14)/b4-2+,5-3-/t8-,9+/m1/s1	C[C@@H](O)CC[C@@H](O)/C=C/C=C\C(=O)O	C10H16O4	pos_1_1sodium	200.104858992	Murranoic acid A	QMMVXQIBLWLVGD	Fatty acids	Fatty Acids and Conjugates	Hydroxy fatty acids	http://www.wikidata.org/entity/Q5196111	Curvularia	838975.0	['Eukaryota']	['Fungi']	['Ascomycota']	['Dothideomycetes']	['Pleosporales']	['Pleosporaceae']	['Unknown']	['Curvularia']	['Unknown']		['Eukaryota']	['Fungi']	['Ascomycota']	['Dothideomycetes']	['Pleosporales']	['Pleosporaceae']				6	3	7.5	1
4077	550	21	Terpenoids	0.5	Sesquiterpenoids	0.3	Aspidosperma type	0.1	1.0	0.45581564	ISDB	http://www.wikidata.org/entity/Q105292459	VSRDFIMERYCSAX-NLPWEGJLSA-N	InChI=1S/C22H28N2O6/c1-4-21(12-16(26)18(27)30-3)6-5-8-24-9-7-22(19(21)24)13-10-15(25)17(29-2)11-14(13)23-20(22)28/h10-12,19,25-26H,4-9H2,1-3H3,(H,23,28)/b16-12-/t19-,21-,22+/m0/s1	CC[C@@]1(/C=C(\O)C(=O)OC)CCCN2CC[C@]3(C(=O)Nc4cc(OC)c(O)cc43)[C@@H]21	C22H28N2O6		416.194736616	Jerantiphylline B	VSRDFIMERYCSAX	Alkaloids	Tryptophan alkaloids	Aspidosperma type	http://www.wikidata.org/entity/Q5229169	Tabernaemontana corymbosa	5794155.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Gentianales']	['Apocynaceae']	['Tabernaemontaneae']	['Tabernaemontana']	['Tabernaemontana corymbosa']											0	3	3.323262572288513	1
4079	544	157	Terpenoids	0.24	Meroterpenoids	0.12	Prenyl quinone meroterpenoids	0.12	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q110170783	FTWIBCFQLNKHTC-XEXUXASOSA-N	InChI=1S/C24H36O5/c1-15(14-28-17(3)25)7-6-8-16(2)18-11-12-24(4)20(18)13-19-21(29-24)9-10-22(27-5)23(19)26/h11,15-16,20,22H,6-10,12-14H2,1-5H3/t15-,16+,20-,22+,24+/m0/s1	CO[C@@H]1CCC2=C(C[C@H]3C([C@H](C)CCC[C@H](C)COC(C)=O)=CC[C@@]3(C)O2)C1=O	C24H36O5	pos_2MMg	404.256274252	17-O-methyltricycloalternarene D	FTWIBCFQLNKHTC	Terpenoids	Meroterpenoids	Prenyl quinone meroterpenoids	http://www.wikidata.org/entity/Q2704244	Alternaria alternata	464784.0	['Eukaryota']	['Fungi']	['Ascomycota']	['Dothideomycetes']	['Pleosporales']	['Pleosporaceae']	['Unknown']	['Alternaria']	['Alternaria alternata']		['Eukaryota']	['Fungi']	['Ascomycota']	['Dothideomycetes']	['Pleosporales']	['Pleosporaceae']				6	3	7.5	1
4080	535	26	Alkaloids	0.5714285714285714	Pseudoalkaloids	0.5714285714285714	Cytochalasan alkaloids	0.5714285714285714	1.0	0.5214312	ISDB	http://www.wikidata.org/entity/Q105176339	NAIODHJWOHMDJX-VZWCIABLSA-N	InChI=1S/C30H37NO6/c1-17-10-9-13-22-26(33)19(3)18(2)25-23(16-21-11-7-6-8-12-21)31-28(35)30(22,25)24(37-20(4)32)14-15-29(5,36)27(17)34/h6-9,11-15,17,22-26,33,36H,10,16H2,1-5H3,(H,31,35)/b13-9+,15-14+/t17-,22-,23-,24+,25+,26+,29+,30+/m0/s1	CC(=O)O[C@@H]1/C=C/[C@@](C)(O)C(=O)[C@@H](C)C/C=C/[C@H]2[C@H](O)C(C)=C(C)[C@@H]3[C@H](Cc4ccccc4)NC(=O)[C@@]312	C30H37NO6		507.262087904	[(1R,2R,3E,5R,7S,9E,11R,12S,15S,16S)-16-benzyl-5,12-dihydroxy-5,7,13,14-tetramethyl-6,18-dioxo-17-azatricyclo[9.7.0.01,15]octadeca-3,9,13-trien-2-yl] acetate	NAIODHJWOHMDJX	Alkaloids	Pseudoalkaloids	Cytochalasan alkaloids	http://www.wikidata.org/entity/Q80980810	Hypoxylon terricola	3693043.0	['Eukaryota']	['Fungi']	['Ascomycota']	['Sordariomycetes']	['Xylariales']	['Xylariaceae']	['Unknown']	['Hypoxylon']	['Hypoxylon terricola']											0	3	3.5857248306274414	1
4082	534	195	Alkaloids	1.0	Tryptophan alkaloids	1.0	Aspidosperma type	1.0	3.0	0.8036219	ISDB	http://www.wikidata.org/entity/Q412713	KMPWYEUPVWOPIM-KODHJQJWSA-N	InChI=1S/C19H22N2O/c1-2-13-12-21-10-8-14(13)11-18(21)19(22)16-7-9-20-17-6-4-3-5-15(16)17/h2-7,9,13-14,18-19,22H,1,8,10-12H2/t13-,14-,18-,19+/m0/s1	C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccccc12	C19H22N2O		294.173213324	Cinchonidine	KMPWYEUPVWOPIM	Alkaloids	Tryptophan alkaloids		http://www.wikidata.org/entity/Q3706791	Diaporthe	737681.0	['Eukaryota']	['Fungi']	['Ascomycota']	['Sordariomycetes']	['Diaporthales']	['Diaporthaceae']	['Unknown']	['Diaporthe']	['Unknown']		['Eukaryota']	['Fungi']	['Ascomycota']							3	2	7.214487552642822	1
4083	525	92	Shikimates and Phenylpropanoids	0.15	Coumarins	0.1	Flavanones	0.1	1.0	0.76918274	ISDB	http://www.wikidata.org/entity/Q105351151	YNXPTIDORKSKGE-INIZCTEOSA-N	InChI=1S/C19H16O6/c20-12-5-4-10(7-13(12)21)16-9-15(23)17-14(22)8-11-3-1-2-6-24-18(11)19(17)25-16/h1,3-5,7-8,16,20-22H,2,6,9H2/t16-/m0/s1	O=C1C[C@@H](c2ccc(O)c(O)c2)Oc2c3c(cc(O)c21)C=CCCO3	C19H16O6		340.094688232	(2S)-2-(3,4-dihydroxyphenyl)-5-hydroxy-2,3,9,10-tetrahydropyrano[3,2-i][1]benzoxepin-4-one	YNXPTIDORKSKGE	Shikimates and Phenylpropanoids	Flavonoids	Flavanones	http://www.wikidata.org/entity/Q3570208	Wyethia mollis	383479.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Asterales']	['Asteraceae']	['Heliantheae']	['Wyethia']	['Wyethia mollis']											0	3	4.576730966567993	1
4086	503	-1							6.0	0.22214675	ISDB	http://www.wikidata.org/entity/Q76297028	ADHNUPOJJCKWRT-JLXBFWJWSA-N	InChI=1S/C18H32O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h14-17H,2-13H2,1H3,(H,19,20)/b15-14+,17-16+	CCCCCCCCCCCCC/C=C/C=C/C(=O)O	C18H32O2		280.240230264	Octadecadienoic acid	ADHNUPOJJCKWRT	Fatty acids	Fatty Acids and Conjugates	Unsaturated fatty acids	http://www.wikidata.org/entity/Q103812003	Trichoderma virens	409099.0	['Eukaryota']	['Fungi']	['Ascomycota']	['Sordariomycetes']	['Hypocreales']	['Hypocreaceae']	['Unknown']	['Hypocrea']	['Trichoderma virens']		['Eukaryota']	['Fungi']	['Ascomycota']							3	0	3.88858699798584	1
4087	501	354	Polyketides	1.0	Cyclic polyketides	1.0	2-pyrone derivatives	0.75	6.0	0.20978588	ISDB	http://www.wikidata.org/entity/Q82538693	RDTZVJXIFNPDIG-UHFFFAOYSA-N	InChI=1S/C10H14O3/c1-6-7(5-11)10(2,3)4-8(12)9(6)13/h4,11-12H,5H2,1-3H3	CC1=C(CO)C(C)(C)C=C(O)C1=O	C10H14O3		182.094294308	6-Hydroxy-3-(hydroxymethyl)-2,4,4-trimethylcyclohexa-2,5-dien-1-one	RDTZVJXIFNPDIG	Polyketides	Cyclic polyketides		http://www.wikidata.org/entity/Q15041677	Crocus sativus	542824.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Asparagales']	['Iridaceae']	['Croceae']	['Crocus']	['Crocus sativus']		['Eukaryota']									1	2	2.8391435146331787	1
4088	498	289	Fatty acids	0.625	Fatty amides	0.625	Primary amides	0.625	1.0	0.6615302	ISDB	http://www.wikidata.org/entity/Q83072296	OOCSVLHOTKHEFZ-UHFFFAOYSA-N	InChI=1S/C20H41NO/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20(21)22/h2-19H2,1H3,(H2,21,22)	CCCCCCCCCCCCCCCCCCCC(N)=O	C20H41NO		311.318814932	Icosanamide	OOCSVLHOTKHEFZ	Fatty acids	Fatty amides	Primary amides	http://www.wikidata.org/entity/Q2353550	Annona glabra	209798.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Magnoliales']	['Annonaceae']	['Annoneae']	['Annona']	['Annona glabra']		['Eukaryota']									1	3	5.14612078666687	1
